event_id,instrument_or_asset,venue_or_chain,event_start,event_end,is_manipulation_positive,manipulation_type,negative_control_type,source_id,source_url_or_private_ref
EtherDelta:0x48332867933b2d06e1fe38923f8501dcf3b2d3c6e21d012b562a510a5417a5e9,0xac709fcb44a43c35f0da4e3163b117a17f3770f5/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-09T23:56:45Z,2017-02-09T23:56:46Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
IDEX:0x977ccf84d1f1126e093cf2fa8ddf89e59a5061fe8d0c801f1bfbdf6688042a03,0x0000000000000000000000000000000000000000/0x88fcfbc22c6d3dbaa25af478c578978339bde77a,IDEX/Ethereum,2017-10-15T05:59:07Z,2017-10-15T05:59:08Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x13ce627a286f2a87f57c4c48246d99f5756800b295685fcd53ae4d3e7d16cbe1,0x0000000000000000000000000000000000000000/0xb97048628db6b661d4c2aa833e95dbe1a905b280,IDEX/Ethereum,2017-10-15T06:02:48Z,2017-10-15T06:02:49Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xfedaf0bce0f679187357fb23fc47b39db3103139555f2794c88a2eb952f78314,0x0000000000000000000000000000000000000000/0xb97048628db6b661d4c2aa833e95dbe1a905b280,IDEX/Ethereum,2017-10-15T06:05:20Z,2017-10-15T06:05:21Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x44a64bf338559c12699915e05a153876a737a992894283cec0f4a16965e741ae,0x0000000000000000000000000000000000000000/0xb97048628db6b661d4c2aa833e95dbe1a905b280,IDEX/Ethereum,2017-10-15T06:06:55Z,2017-10-15T06:06:56Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x636e87385c2395a826634bcc70e160ca7132b4e9a309b6b6211b3d679028f9a8,0x0000000000000000000000000000000000000000/0xb97048628db6b661d4c2aa833e95dbe1a905b280,IDEX/Ethereum,2017-10-15T06:09:12Z,2017-10-15T06:09:13Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x1a9df3bcf68189f2b6060b80175e96b6b5c0fcfad70513ee739c86526d3d8160,0x0000000000000000000000000000000000000000/0xb97048628db6b661d4c2aa833e95dbe1a905b280,IDEX/Ethereum,2017-10-15T06:11:24Z,2017-10-15T06:11:25Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x41d7bcb6dfaddbe8ecf3eff27f1b84fa6be7e2eb9cd8427387406181cbacc5fa,0x0000000000000000000000000000000000000000/0xa645264c5603e96c3b0b078cdab68733794b0a71,IDEX/Ethereum,2017-10-15T06:13:47Z,2017-10-15T06:13:48Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xcc187d6e8a37f2dc08172241772eb8ce1008fa66b0b798ad2f824fbd032f4d09,0x0000000000000000000000000000000000000000/0x41e5560054824ea6b0732e656e3ad64e20e94e45,IDEX/Ethereum,2017-10-15T06:16:00Z,2017-10-15T06:16:01Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x90643d07823d41293bf286e43e11675b34ca66aa4fd6ece1ac5400ad36ebc7ef,0x0000000000000000000000000000000000000000/0x41e5560054824ea6b0732e656e3ad64e20e94e45,IDEX/Ethereum,2017-10-15T06:16:53Z,2017-10-15T06:16:54Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x4f9e092b18da516e8c82cc5f1d3ba6b8a26237a375390eee6eb1c32b5958aa4a,0x0000000000000000000000000000000000000000/0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,IDEX/Ethereum,2017-10-15T06:18:23Z,2017-10-15T06:18:24Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x965393d49c386551f216e2b9c93a286635c4d1bfa98b554f9a4255068938b7e0,0x0000000000000000000000000000000000000000/0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,IDEX/Ethereum,2017-10-15T06:19:47Z,2017-10-15T06:19:48Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x236a3ad3e365bf9daf5ddee3f1e8c1c0080b8688c505518424eac69eab94ecf0,0x0000000000000000000000000000000000000000/0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,IDEX/Ethereum,2017-10-15T06:23:07Z,2017-10-15T06:23:08Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xcb464dfcb5f9cc43a7c71e108626c0b83c840e6b99ad516fc68eae86d76831c3,0x0000000000000000000000000000000000000000/0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,IDEX/Ethereum,2017-10-15T06:27:15Z,2017-10-15T06:27:16Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x94850fa10fbe16d46c4e5e7523ec0747fac07ef6fde99ed9f20d20242985dfd3,0x0000000000000000000000000000000000000000/0xa645264c5603e96c3b0b078cdab68733794b0a71,IDEX/Ethereum,2017-10-15T06:29:59Z,2017-10-15T06:30:00Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xfa631adf9975ce839e1ad294832fd202eca669a6bce4c7c20427c62af30450e0,0x0000000000000000000000000000000000000000/0xe41d2489571d322189246dafa5ebde1f4699f498,IDEX/Ethereum,2017-10-15T06:31:56Z,2017-10-15T06:31:57Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x875012ecfd231a388c31038964828c7ce34543686b55a6e29df9843e1b9c427e,0x0000000000000000000000000000000000000000/0xe41d2489571d322189246dafa5ebde1f4699f498,IDEX/Ethereum,2017-10-15T06:35:57Z,2017-10-15T06:35:58Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xf5a5926381513b25ebe506ef2d4a790e60bedc540e2d9097a878c4a19dff0407,0x0000000000000000000000000000000000000000/0xe41d2489571d322189246dafa5ebde1f4699f498,IDEX/Ethereum,2017-10-15T06:37:12Z,2017-10-15T06:37:13Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x228cbdd583a6b842d50d698cbeb154913a02e35d9b7f5618f1195656e038c7f5,0x0000000000000000000000000000000000000000/0xe41d2489571d322189246dafa5ebde1f4699f498,IDEX/Ethereum,2017-10-15T06:40:27Z,2017-10-15T06:40:28Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x64f4aa8d41c3ee63cb3d90950dd48cc9d37fc767f2d6b40c94caa337acbafb3b,0x0000000000000000000000000000000000000000/0x744d70fdbe2ba4cf95131626614a1763df805b9e,IDEX/Ethereum,2017-10-15T06:48:49Z,2017-10-15T06:48:50Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x5414ddbee5dd518658f216e407b1c0753c4951e5eee079adee604d0f4691f461,0x0000000000000000000000000000000000000000/0x744d70fdbe2ba4cf95131626614a1763df805b9e,IDEX/Ethereum,2017-10-15T06:50:05Z,2017-10-15T06:50:06Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x774822729f757885b3fd7edfbfd8d66cc407d6904f7f0796b358abb4b9210bd8,0x0000000000000000000000000000000000000000/0x744d70fdbe2ba4cf95131626614a1763df805b9e,IDEX/Ethereum,2017-10-15T06:52:15Z,2017-10-15T06:52:16Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xcdb6fc55dc42f4525dfa7637bbbe5f3a5c407675d2c3a44391c1dfef2a4cd973,0x0000000000000000000000000000000000000000/0x744d70fdbe2ba4cf95131626614a1763df805b9e,IDEX/Ethereum,2017-10-15T06:55:51Z,2017-10-15T06:55:52Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xaa0c924929e501fa66072c2d6b34962e335506049bac8b7ac1884690775a75fd,0x0000000000000000000000000000000000000000/0x59adcf176ed2f6788a41b8ea4c4904518e62b6a4,IDEX/Ethereum,2017-10-15T17:17:08Z,2017-10-15T17:17:09Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x138fdb3daf89e4153b97e748f3e5bea31b73065329c1334d241b90194c886982,0x0000000000000000000000000000000000000000/0x27695e09149adc738a978e9a678f99e4c39e9eb9,IDEX/Ethereum,2017-10-15T21:58:16Z,2017-10-15T21:58:17Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xc590dd9add4cddbd27b9edffb67b38993d62d9a39e4b19344dbad80ad20a5a0f,0x0000000000000000000000000000000000000000/0x27695e09149adc738a978e9a678f99e4c39e9eb9,IDEX/Ethereum,2017-10-15T22:00:22Z,2017-10-15T22:00:23Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xfebad54ffe965a049cc6cd8d77b74cfd44e0efac0bcfd065563408030102127f,0x0000000000000000000000000000000000000000/0x27695e09149adc738a978e9a678f99e4c39e9eb9,IDEX/Ethereum,2017-10-15T22:02:13Z,2017-10-15T22:02:14Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x7dda8e64dfe16e3ac2847471a4e17d971f405e2ea5df6972b95dbf6f973a2939,0x0000000000000000000000000000000000000000/0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,IDEX/Ethereum,2017-10-16T01:17:24Z,2017-10-16T01:17:25Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xcd6d6ab16fbc7e937f2ba4aea6702652d31f4b68d1ddda002bb2f5a566301127,0x0000000000000000000000000000000000000000/0xb97048628db6b661d4c2aa833e95dbe1a905b280,IDEX/Ethereum,2017-10-16T01:22:38Z,2017-10-16T01:22:39Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x2815bdf201eab1b42940d8b7aed8ddba0a89f52f3e6c9d8600df394f62522de1,0x0000000000000000000000000000000000000000/0xb97048628db6b661d4c2aa833e95dbe1a905b280,IDEX/Ethereum,2017-10-16T01:23:30Z,2017-10-16T01:23:31Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x8e3d7adaaa05a51430012ca87f17859ae5e254b122dc7e6075a5ccc667066962,0x0000000000000000000000000000000000000000/0x744d70fdbe2ba4cf95131626614a1763df805b9e,IDEX/Ethereum,2017-10-16T01:32:19Z,2017-10-16T01:32:20Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xc1f2c3a9ba653b77c5b77d979596cb5cc0da72b6600404dda721242fb2dca3b0,0x0000000000000000000000000000000000000000/0x744d70fdbe2ba4cf95131626614a1763df805b9e,IDEX/Ethereum,2017-10-16T01:33:53Z,2017-10-16T01:33:54Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x4ac1e4c36cdaf046c4e16d5f7f03772bd810aa484fdde5ece92efc3471ecdce9,0x0000000000000000000000000000000000000000/0x744d70fdbe2ba4cf95131626614a1763df805b9e,IDEX/Ethereum,2017-10-16T01:36:26Z,2017-10-16T01:36:27Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x4cd62a42860a76bddb60d8346028115fd87f3f705d79b9d6be7eda96a7e5847e,0x0000000000000000000000000000000000000000/0x0abdace70d3790235af448c88547603b945604ea,IDEX/Ethereum,2017-10-16T01:38:55Z,2017-10-16T01:38:56Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xfc6f91ed24544f3e1a6c4da1d1ef5ff1cc834742291df8cf0415a2c4f4fb4cfb,0x0000000000000000000000000000000000000000/0x0abdace70d3790235af448c88547603b945604ea,IDEX/Ethereum,2017-10-16T01:49:16Z,2017-10-16T01:49:17Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x3eb294cbdb34275c2a1abac9e1f81fcc65472d6a1fd9913ca8fdfef4c82f95d7,0x0000000000000000000000000000000000000000/0xf3db5fa2c66b7af3eb0c0b782510816cbe4813b8,IDEX/Ethereum,2017-10-16T01:51:58Z,2017-10-16T01:51:59Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x7da77b1ab0f7f84fcc110c43a728258c8c213a77c5f7dac2256c2dfbeed39ba6,0x0000000000000000000000000000000000000000/0xf05a9382a4c3f29e2784502754293d88b835109c,IDEX/Ethereum,2017-10-16T01:53:43Z,2017-10-16T01:53:44Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xf9c0aaf178f50067a6f54915ac7edb639d2978f275588a342d8b2c2323550a7d,0x0000000000000000000000000000000000000000/0xfec0cf7fe078a500abf15f1284958f22049c2c7e,IDEX/Ethereum,2017-10-16T01:54:57Z,2017-10-16T01:54:58Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xf5d9f4abc864e91294e80f99abce8342bda8975890296e280cd52b34ed2ded79,0x0000000000000000000000000000000000000000/0x514910771af9ca656af840dff83e8264ecf986ca,IDEX/Ethereum,2017-10-16T01:58:21Z,2017-10-16T01:58:22Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x5376b80cfec641f18c86bd6b93ed62a31efdea0434f10407d195799cbd33a902,0x0000000000000000000000000000000000000000/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,IDEX/Ethereum,2017-10-16T02:29:34Z,2017-10-16T02:29:35Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xbe18d142fbf2fcaae1a666fd10e808ca59d10f2ac364231f7d21002fc52c07e8,0x0000000000000000000000000000000000000000/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,IDEX/Ethereum,2017-10-16T02:31:01Z,2017-10-16T02:31:02Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x0e5a67152f5ee61c54d73e7812d251b126a773d7df1370821c75ddee46c60a51,0x0000000000000000000000000000000000000000/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,IDEX/Ethereum,2017-10-16T02:32:40Z,2017-10-16T02:32:41Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x1517397a6b309a3695ba03a2eb91fb30f6d3803799e91df552db4b895bf06b2c,0x0000000000000000000000000000000000000000/0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,IDEX/Ethereum,2017-10-16T02:34:01Z,2017-10-16T02:34:02Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x760aa91f32bd35819d8a16c82ca4c2725a715de15f9b801df40df7de6cdd0866,0x0000000000000000000000000000000000000000/0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,IDEX/Ethereum,2017-10-16T02:34:51Z,2017-10-16T02:34:52Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x6ffc1b6146e0f591ad6d1ce2715bfe1e6dad5c73cebc37218fc38004b8316328,0x0000000000000000000000000000000000000000/0xe41d2489571d322189246dafa5ebde1f4699f498,IDEX/Ethereum,2017-10-16T02:36:47Z,2017-10-16T02:36:48Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xf7ced218b64496ee44e85e646bf374375cd112e2843cce01cca6159a6d7a0561,0x0000000000000000000000000000000000000000/0xe41d2489571d322189246dafa5ebde1f4699f498,IDEX/Ethereum,2017-10-16T02:39:07Z,2017-10-16T02:39:08Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x55d6382b77bd45f106756e06684a337e188babbe504b18cad08a11e6a260b7bb,0x0000000000000000000000000000000000000000/0x41e5560054824ea6b0732e656e3ad64e20e94e45,IDEX/Ethereum,2017-10-16T02:43:34Z,2017-10-16T02:43:35Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xbbb53521fc61c9f4ebeafbc4e18fac88393dffaa571874c0765d6d727840802a,0x0000000000000000000000000000000000000000/0x41e5560054824ea6b0732e656e3ad64e20e94e45,IDEX/Ethereum,2017-10-16T02:45:15Z,2017-10-16T02:45:16Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xb731664c0f158af2f40f59eb74419880377b40d75fe150e4669bbcf3db39aac9,0x0000000000000000000000000000000000000000/0x41e5560054824ea6b0732e656e3ad64e20e94e45,IDEX/Ethereum,2017-10-16T02:48:23Z,2017-10-16T02:48:24Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x8c6b4b62229b85450551db2f69b18262f5175236b91b5ec765e25262a409d8b5,0x0000000000000000000000000000000000000000/0x41e5560054824ea6b0732e656e3ad64e20e94e45,IDEX/Ethereum,2017-10-16T02:51:30Z,2017-10-16T02:51:31Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0xbcdbdf668a59de661294d3fff7fd09c1fda732830db74659f3a95c150cb41c68,0x0000000000000000000000000000000000000000/0xadc46ff5434910bd17b24ffb429e585223287d7f,IDEX/Ethereum,2017-10-16T02:52:01Z,2017-10-16T02:52:02Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
IDEX:0x8b833f04b371413861223b4f17c39ae372b4ea990d4400b9633a54b29eec9ecb,0x0000000000000000000000000000000000000000/0x88fcfbc22c6d3dbaa25af478c578978339bde77a,IDEX/Ethereum,2017-10-16T02:57:31Z,2017-10-16T02:57:32Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
