record,contract,trade_date_iso,time,order_id,order_at,side_type,buy_sell,price,qty,page,day,mon,yy
5755,VX,2013-03-04,10:28:31.151,342133811783371,342141873643708,SPOOF,B,15.75,459,99,4,Mar,13
5756,VX,2013-03-04,10:28:31.152,342133811783372,342141873614016,SPOOF,B,15.75,50,99,4,Mar,13
5757,VX,2013-03-04,10:28:31.299,342133811783373,342141873594216,SPOOF,B,15.75,54,99,4,Mar,13
5758,VX,2013-03-04,10:28:32.078,342134163993659,342141863574686,FLIP,S,15.75,472,99,4,Mar,13
5759,VX,2013-03-05,08:48:58.241,342169143701275,342176035438351,SPOOF,S,14.65,51,99,5,Mar,13
5760,VX,2013-03-05,08:48:58.351,342169143701278,342176035418720,SPOOF,S,14.65,53,99,5,Mar,13
5761,VX,2013-03-05,08:48:58.594,342169143701279,342176035398750,SPOOF,S,14.65,52,99,5,Mar,13
5762,VX,2013-03-05,08:48:58.716,342169143701280,342176035468296,SPOOF,S,14.65,50,99,5,Mar,13
5763,VX,2013-03-05,08:48:59.161,342169143961198,342176035458256,FLIP,B,14.65,453,99,5,Mar,13
5764,VX,2013-03-05,10:04:05.334,342169143893148,342177058993543,SPOOF,S,14.60,436,99,5,Mar,13
5765,VX,2013-03-05,10:04:05.341,342169143893149,342177059042817,SPOOF,S,14.60,54,99,5,Mar,13
5766,VX,2013-03-05,10:04:05.871,342176448115809,342177058993633,FLIP,B,14.60,442,99,5,Mar,13
5767,VX,2013-03-06,08:58:31.535,342210774103876,342211156757031,SPOOF,S,15.40,464,99,6,Mar,13
5768,VX,2013-03-06,08:58:32.239,342210794903608,342211156717266,FLIP,B,15.40,446,99,6,Mar,13
5769,VX,2013-03-06,09:09:27.639,342211224983458,342211225172160,SPOOF,S,15.50,51,99,6,Mar,13
5770,VX,2013-03-06,09:09:27.975,342211224983459,342211225232014,SPOOF,S,15.50,51,99,6,Mar,13
5772,VX,2013-03-06,09:10:35.220,342210774123761,342211225673750,SPOOF,S,15.50,52,99,6,Mar,13
5773,VX,2013-03-06,09:10:35.346,342210774123762,342211225723583,SPOOF,S,15.50,54,99,6,Mar,13
5774,VX,2013-03-06,09:10:35.434,342210774123763,342211225753446,SPOOF,S,15.50,53,99,6,Mar,13
5775,VX,2013-03-06,09:10:35.555,342210774123764,342211225743426,SPOOF,S,15.50,53,99,6,Mar,13
5776,VX,2013-03-06,09:10:35.651,342210774123765,342211225713609,SPOOF,S,15.50,52,99,6,Mar,13
5777,VX,2013-03-06,09:10:36.106,342210774123766,342211225643978,FLIP,B,15.50,52,99,6,Mar,13
5778,VX,2013-03-06,09:12:28.216,342210774104115,342211225747665,SPOOF,S,15.50,53,99,6,Mar,13
5779,VX,2013-03-06,09:12:28.309,342210774104116,342211225717846,SPOOF,S,15.50,448,99,6,Mar,13
5780,VX,2013-03-06,09:12:29.151,342210774123810,342211225678178,FLIP,B,15.50,446,99,6,Mar,13
5781,VX,2013-03-06,09:12:36.311,342210796443528,342211225728497,SPOOF,B,15.50,453,99,6,Mar,13
5782,VX,2013-03-06,09:12:36.312,342210796443529,342211225758306,SPOOF,B,15.50,50,99,6,Mar,13
5783,VX,2013-03-06,09:12:36.472,342210796443530,342211225748254,SPOOF,B,15.50,444,99,6,Mar,13
5784,VX,2013-03-06,09:12:36.473,342210796443531,342211225718392,SPOOF,B,15.50,54,99,6,Mar,13
5785,VX,2013-03-06,09:12:37.079,342210774104117,342211225648792,FLIP,S,15.50,465,99,6,Mar,13
5786,VX,2013-03-06,09:13:40.105,342210796443542,342211225730454,SPOOF,B,15.50,53,99,6,Mar,13
5787,VX,2013-03-06,09:13:40.135,342210796443543,342211225760282,SPOOF,B,15.50,458,99,6,Mar,13
5788,VX,2013-03-06,09:13:40.689,342210774123824,342211225680689,FLIP,S,15.50,472,99,6,Mar,13
5789,VX,2013-03-07,08:30:21.613,342245717122004,342245790053351,SPOOF,B,15.50,51,99,7,Mar,13
5790,VX,2013-03-07,08:30:21.775,342245717122006,342245786523417,SPOOF,B,15.50,54,99,7,Mar,13
5791,VX,2013-03-07,08:30:21.843,342245717122007,342245786463677,SPOOF,B,15.50,553,100,7,Mar,13
5792,VX,2013-03-07,08:30:21.848,342245717122008,342245786513519,SPOOF,B,15.50,54,100,7,Mar,13
5793,VX,2013-03-07,08:30:22.506,342245709321939,342245790053540,FLIP,S,15.50,438,100,7,Mar,13
5794,VX,2013-03-07,08:34:02.812,342245693721939,342245786520994,SPOOF,S,15.40,52,100,7,Mar,13
5795,VX,2013-03-07,08:34:02.841,342245693721940,342245790070938,SPOOF,S,15.40,53,100,7,Mar,13
5796,VX,2013-03-07,08:34:02.955,342245693721941,342245790080959,SPOOF,S,15.40,53,100,7,Mar,13
5797,VX,2013-03-07,08:34:03.031,342245693721942,342245790060906,SPOOF,S,15.40,53,100,7,Mar,13
5798,VX,2013-03-07,08:34:03.477,342245717481877,342245786471283,FLIP,B,15.40,52,100,7,Mar,13
5799,VX,2013-03-11,09:54:13.809,342374564321157,342374959883174,SPOOF,B,15.00,560,100,11,Mar,13
5800,VX,2013-03-11,09:54:13.814,342374564321158,342374959933004,SPOOF,B,15.00,54,100,11,Mar,13
5801,VX,2013-03-11,09:54:14.040,342374564321160,342374959873212,SPOOF,B,15.00,53,100,11,Mar,13
5802,VX,2013-03-11,09:54:14.156,342374564321161,342374959853552,SPOOF,B,15.00,52,100,11,Mar,13
5803,VX,2013-03-11,09:54:14.543,342374918701146,342374959843675,FLIP,S,15.00,534,100,11,Mar,13
5804,VX,2013-03-11,10:30:25.988,342374574230954,342375118635473,SPOOF,S,14.95,259,100,11,Mar,13
5805,VX,2013-03-11,10:30:25.992,342374574230955,342375118645500,SPOOF,S,14.95,52,100,11,Mar,13
5806,VX,2013-03-11,10:30:26.155,342374574230956,342375118625699,SPOOF,S,14.95,557,100,11,Mar,13
5807,VX,2013-03-11,10:30:26.731,342374574230957,342375118596082,FLIP,B,14.95,569,100,11,Mar,13
5808,VX,2013-03-12,10:05:59.346,342408543649291,342409323626325,SPOOF,S,15.00,54,100,12,Mar,13
5809,VX,2013-03-12,10:05:59.459,342408543649292,342409331696199,SPOOF,S,15.00,51,100,12,Mar,13
5810,VX,2013-03-12,10:05:59.570,342408543649293,342409323537040,SPOOF,S,15.00,51,100,12,Mar,13
5812,VX,2013-03-12,10:06:00.170,342408517369685,342409331676636,FLIP,B,15.00,544,100,12,Mar,13
5813,VX,2013-03-12,10:47:19.991,342408533959909,342416402409560,SPOOF,B,15.20,50,100,12,Mar,13
5814,VX,2013-03-12,10:47:20.191,342408533959910,342416394340080,SPOOF,B,15.20,54,100,12,Mar,13
5815,VX,2013-03-12,10:47:20.982,342408517369940,342416402389652,FLIP,S,15.20,550,100,12,Mar,13
5816,VX,2013-03-12,14:50:23.708,342408515410489,342417673060685,SPOOF,B,14.90,51,100,12,Mar,13
5817,VX,2013-03-12,14:50:23.799,342408515410490,342417691130306,SPOOF,B,14.90,54,100,12,Mar,13
5818,VX,2013-03-12,14:50:24.034,342408515410491,342417691140379,SPOOF,B,14.90,54,100,12,Mar,13
5819,VX,2013-03-12,14:50:24.153,342408515410492,342417691090640,SPOOF,B,14.90,51,100,12,Mar,13
5820,VX,2013-03-12,14:50:24.275,342408515410493,342417673050902,SPOOF,B,14.90,53,100,12,Mar,13
5821,VX,2013-03-12,14:50:24.681,342408955739858,342417673050920,FLIP,S,14.90,548,100,12,Mar,13
5822,VX,2013-03-18,08:50:36.525,342614243149530,342614601377976,SPOOF,S,15.05,53,100,18,Mar,13
5823,VX,2013-03-18,08:50:36.636,342614243149531,342614601397626,SPOOF,S,15.05,50,100,18,Mar,13
5824,VX,2013-03-18,08:50:36.732,342614243149532,342614601436907,SPOOF,S,15.05,53,100,18,Mar,13
5825,VX,2013-03-18,08:50:36.855,342614243149533,342614601407615,SPOOF,S,15.05,51,100,18,Mar,13
5826,VX,2013-03-18,08:50:37.486,342614208679970,342614601397651,FLIP,B,15.05,430,100,18,Mar,13
5827,VX,2013-03-19,08:01:43.332,342648829087638,342648866293615,SPOOF,B,14.95,52,100,19,Mar,13
5828,VX,2013-03-19,08:01:43.767,342648863907880,342648866263915,FLIP,S,14.95,624,100,19,Mar,13
5829,VX,2013-03-19,08:03:07.646,342648863907889,342648866284497,SPOOF,B,14.95,53,100,19,Mar,13
5830,VX,2013-03-19,08:03:08.183,342648829087641,342648866274564,FLIP,S,14.95,666,100,19,Mar,13
5831,VX,2013-03-19,08:10:53.245,342648829077960,342648871668698,SPOOF,B,14.95,54,100,19,Mar,13
5832,VX,2013-03-19,08:10:53.411,342648829077961,342648871678598,SPOOF,B,14.95,52,100,19,Mar,13
5833,VX,2013-03-19,08:10:53.798,342648837167776,342648871668738,FLIP,S,14.95,52,100,19,Mar,13
5834,VX,2013-03-19,09:23:55.078,342648846748065,342649351822095,SPOOF,B,15.10,54,100,19,Mar,13
5835,VX,2013-03-19,09:23:55.215,342648846748066,342649351921976,SPOOF,B,15.10,54,100,19,Mar,13
5836,VX,2013-03-19,09:23:55.318,342648846748067,342649351842139,SPOOF,B,15.10,54,100,19,Mar,13
5837,VX,2013-03-19,09:23:55.438,342648846748068,342649351911843,SPOOF,B,15.10,53,100,19,Mar,13
5838,VX,2013-03-19,09:23:55.563,342648846748069,342649351941908,SPOOF,B,15.10,51,100,19,Mar,13
5839,VX,2013-03-19,09:23:56.054,342648838738148,342649351922182,FLIP,S,15.10,682,100,19,Mar,13
5840,VX,2013-03-19,09:34:06.919,342648829087903,342649422273477,SPOOF,S,15.25,50,100,19,Mar,13
5841,VX,2013-03-19,09:34:07.030,342648829087904,342649422183868,SPOOF,S,15.25,52,100,19,Mar,13
5842,VX,2013-03-19,09:34:07.127,342648829087905,342649422174012,SPOOF,S,15.25,52,100,19,Mar,13
5843,VX,2013-03-19,09:34:07.230,342648829087906,342649422164080,SPOOF,S,15.25,54,100,19,Mar,13
5844,VX,2013-03-19,09:34:07.451,342648829087907,342649422193885,SPOOF,S,15.25,52,100,19,Mar,13
5845,VX,2013-03-19,09:34:07.790,342648838738250,342649422273543,FLIP,B,15.25,626,100,19,Mar,13
5846,VX,2013-03-19,10:38:12.129,342648829098117,342650243037018,SPOOF,S,15.40,770,100,19,Mar,13
5847,VX,2013-03-19,10:38:12.872,342648829078470,342650267056948,FLIP,B,15.40,637,100,19,Mar,13
5848,VX,2013-03-19,10:53:29.226,342648838738676,342657119463843,SPOOF,B,15.70,660,100,19,Mar,13
5849,VX,2013-03-19,10:53:29.231,342648838738677,342657119473754,SPOOF,B,15.70,51,100,19,Mar,13
5850,VX,2013-03-19,10:53:29.366,342648838738678,342657103414442,SPOOF,B,15.70,50,100,19,Mar,13
5851,VX,2013-03-19,10:53:29.977,342648829088002,342657103414462,FLIP,S,15.70,680,101,19,Mar,13
5852,VX,2013-03-20,08:02:54.314,342710210759913,342710249809936,SPOOF,B,14.90,659,101,20,Mar,13
5853,VX,2013-03-20,08:02:54.320,342710210759914,342710249790010,SPOOF,B,14.90,52,101,20,Mar,13
5854,VX,2013-03-20,08:02:54.443,342710210759915,342710249819858,SPOOF,B,14.90,53,101,20,Mar,13
5855,VX,2013-03-20,08:02:55.009,342710210759916,342710249799967,FLIP,S,14.90,621,101,20,Mar,13
5856,VX,2013-03-20,09:44:17.936,342710211300196,342717281155254,SPOOF,S,14.80,50,101,20,Mar,13
5857,VX,2013-03-20,09:44:18.033,342710211300197,342717281125772,SPOOF,S,14.80,54,101,20,Mar,13
5858,VX,2013-03-20,09:44:18.762,342710210760480,342717281224853,FLIP,B,14.80,647,101,20,Mar,13
5859,VX,2013-03-21,09:40:44.571,342744535268665,342751639536609,SPOOF,S,14.70,50,101,21,Mar,13
5860,VX,2013-03-21,09:40:44.691,342744535268666,342751639526688,SPOOF,S,14.70,52,101,21,Mar,13
5861,VX,2013-03-21,09:40:44.777,342744535268667,342751639516675,SPOOF,S,14.70,54,101,21,Mar,13
5862,VX,2013-03-21,09:40:45.014,342744535268668,342751639467080,SPOOF,S,14.70,52,101,21,Mar,13
5863,VX,2013-03-21,09:40:45.421,342744510399179,342751639516775,FLIP,B,14.70,672,101,21,Mar,13
5864,ESM3,2013-06-11,06:30:50.860,642132902057,3LEUI,SPOOF,S,1626.25,730,102,11,Jun,13
5865,ESM3,2013-06-11,06:30:50.865,642132902069,3LEUJ,SPOOF,S,1626.25,64,102,11,Jun,13
5866,ESM3,2013-06-11,06:30:51.716,642132902082,3LEUN,FLIP,B,1626.25,738,102,11,Jun,13
5867,ESM3,2013-06-11,06:31:03.999,642132903036,3LEVD,SPOOF,B,1626.50,758,102,11,Jun,13
5868,ESM3,2013-06-11,06:31:04.733,642132903048,3LEVF,FLIP,S,1626.50,771,102,11,Jun,13
5869,ESM3,2013-06-11,06:31:36.805,642132904548,3LEY9,SPOOF,S,1626.50,65,102,11,Jun,13
5870,ESM3,2013-06-11,06:31:36.935,642132904554,3LEYA,SPOOF,S,1626.50,64,102,11,Jun,13
5871,ESM3,2013-06-11,06:31:37.052,642132904559,3LEYB,SPOOF,S,1626.50,61,102,11,Jun,13
5872,ESM3,2013-06-11,06:31:37.525,642132904584,3LEYH,FLIP,B,1626.50,724,102,11,Jun,13
5873,ESM3,2013-06-11,06:32:15.718,642132905199,3LF0T,SPOOF,S,1626.75,717,102,11,Jun,13
5874,ESM3,2013-06-11,06:32:15.723,642132905205,3LF0U,SPOOF,S,1626.75,60,102,11,Jun,13
5875,ESM3,2013-06-11,06:32:16.417,642132905210,3LF0X,FLIP,B,1626.75,724,102,11,Jun,13
5876,ESM3,2013-06-11,06:32:47.007,642132905888,3LF1N,SPOOF,B,1627.25,60,102,11,Jun,13
5877,ESM3,2013-06-11,06:32:47.119,642132905893,3LF1O,SPOOF,B,1627.25,63,102,11,Jun,13
5878,ESM3,2013-06-11,06:32:47.239,642132905899,3LF1P,SPOOF,B,1627.25,61,102,11,Jun,13
5879,ESM3,2013-06-11,06:32:47.608,642132905922,3LF1T,FLIP,S,1627.25,777,102,11,Jun,13
5880,ESM3,2013-06-11,08:07:51.565,642133024180,3LGXU,SPOOF,S,1627.75,65,102,11,Jun,13
5881,ESM3,2013-06-11,08:07:51.649,642133024193,3LGXV,SPOOF,S,1627.75,494,102,11,Jun,13
5882,ESM3,2013-06-11,08:07:51.761,642133024216,3LGXW,SPOOF,S,1627.75,60,102,11,Jun,13
5883,ESM3,2013-06-11,08:07:52.044,642133024221,3LGY0,FLIP,B,1627.75,490,102,11,Jun,13
5884,ESM3,2013-06-11,08:32:15.173,642133099434,3LHHB,SPOOF,B,1624.50,59,102,11,Jun,13
5885,ESM3,2013-06-11,08:32:15.249,642133099441,3LHHC,SPOOF,B,1624.50,748,102,11,Jun,13
5886,ESM3,2013-06-11,08:32:15.827,642133099504,3LHHF,FLIP,S,1624.50,740,102,11,Jun,13
5887,ESM3,2013-06-11,08:33:14.227,642133109717,3LHKQ,SPOOF,B,1624.50,59,102,11,Jun,13
5888,ESM3,2013-06-11,08:33:14.315,642133109721,3LHKR,SPOOF,B,1624.50,60,102,11,Jun,13
5889,ESM3,2013-06-11,08:33:14.412,642133109727,3LHKS,SPOOF,B,1624.50,59,102,11,Jun,13
5890,ESM3,2013-06-11,08:33:14.556,642133109734,3LHKT,SPOOF,B,1624.50,60,102,11,Jun,13
5891,ESM3,2013-06-11,08:33:14.636,642133109735,3LHKU,SPOOF,B,1624.50,61,102,11,Jun,13
5892,ESM3,2013-06-11,08:33:14.764,642133109739,3LHKV,SPOOF,B,1624.50,59,102,11,Jun,13
5893,ESM3,2013-06-11,08:33:15.189,642133109772,3LHL3,FLIP,S,1624.50,765,102,11,Jun,13
5894,ESM3,2013-06-11,08:40:43.752,642133190923,3LI8J,SPOOF,S,1623.25,62,102,11,Jun,13
5895,ESM3,2013-06-11,08:40:43.865,642133190968,3LI8K,SPOOF,S,1623.25,61,102,11,Jun,13
5896,ESM3,2013-06-11,08:40:44.434,642133191001,3LI8N,FLIP,B,1623.25,767,102,11,Jun,13
5897,ESM3,2013-06-11,08:45:18.359,642133246096,3LIJB,SPOOF,S,1625.00,62,102,11,Jun,13
5898,ESM3,2013-06-11,08:45:18.448,642133246098,3LIJC,SPOOF,S,1625.00,65,102,11,Jun,13
5899,ESM3,2013-06-11,08:45:18.535,642133246099,3LIJD,SPOOF,S,1625.00,64,102,11,Jun,13
5900,ESM3,2013-06-11,08:45:18.679,642133246117,3LIJE,SPOOF,S,1625.00,731,102,11,Jun,13
5901,ESM3,2013-06-11,08:45:19.298,642133246150,3LIJK,FLIP,B,1625.00,762,102,11,Jun,13
5902,ESM3,2013-06-11,08:49:02.206,642133278925,3LISM,SPOOF,B,1626.25,63,102,11,Jun,13
5903,ESM3,2013-06-11,08:49:02.407,642133278955,3LISN,SPOOF,B,1626.25,63,102,11,Jun,13
5904,ESM3,2013-06-11,08:49:02.517,642133278968,3LISO,SPOOF,B,1626.25,63,102,11,Jun,13
5905,ESM3,2013-06-11,08:49:02.630,642133278974,3LISP,SPOOF,B,1626.25,62,102,11,Jun,13
5906,ESM3,2013-06-11,08:49:03.182,642133279018,3LISV,FLIP,S,1626.25,787,102,11,Jun,13
5907,ESM3,2013-06-11,08:50:45.297,642133293411,3LJ2B,SPOOF,B,1626.75,748,102,11,Jun,13
5908,ESM3,2013-06-11,08:50:45.299,642133293431,3LJ2C,SPOOF,B,1626.75,59,102,11,Jun,13
5909,ESM3,2013-06-11,08:50:45.821,642133293481,3LJ2J,FLIP,S,1626.75,765,102,11,Jun,13
5910,ESM3,2013-06-11,08:53:29.007,642133322052,3LJH3,SPOOF,S,1627.25,62,102,11,Jun,13
5911,ESM3,2013-06-11,08:53:29.100,642133322059,3LJH5,SPOOF,S,1627.25,63,102,11,Jun,13
5912,ESM3,2013-06-11,08:53:29.221,642133322066,3LJH6,SPOOF,S,1627.25,725,102,11,Jun,13
5913,ESM3,2013-06-11,08:53:29.342,642133322078,3LJH7,SPOOF,S,1627.25,63,102,11,Jun,13
5914,ESM3,2013-06-11,08:53:29.688,642133322094,3LJHK,FLIP,B,1627.25,754,102,11,Jun,13
5915,ESM3,2013-06-11,09:07:44.599,642133435018,3LK6W,SPOOF,S,1628.25,728,102,11,Jun,13
5916,ESM3,2013-06-11,09:07:44.602,642133435045,3LK6X,SPOOF,S,1628.25,65,102,11,Jun,13
5917,ESM3,2013-06-11,09:07:44.705,642133435061,3LK6Y,SPOOF,S,1628.25,61,102,11,Jun,13
5918,ESM3,2013-06-11,09:07:45.566,642133435088,3LK75,FLIP,B,1628.25,769,102,11,Jun,13
5919,ESM3,2013-06-11,09:12:36.621,642133484456,3LKP7,SPOOF,S,1624.75,62,102,11,Jun,13
5920,ESM3,2013-06-11,09:12:36.731,642133484463,3LKP8,SPOOF,S,1624.75,63,102,11,Jun,13
5921,ESM3,2013-06-11,09:12:36.860,642133484466,3LKP9,SPOOF,S,1624.75,60,102,11,Jun,13
5922,ESM3,2013-06-11,09:12:36.981,642133484473,3LKPA,SPOOF,S,1624.75,65,102,11,Jun,13
5923,ESM3,2013-06-11,09:12:37.091,642133484484,3LKPB,SPOOF,S,1624.75,62,102,11,Jun,13
5924,ESM3,2013-06-11,09:12:37.212,642133484494,3LKPC,SPOOF,S,1624.75,61,103,11,Jun,13
5925,ESM3,2013-06-11,09:12:37.582,642133484501,3LKPK,FLIP,B,1624.75,1071,103,11,Jun,13
5926,ESM3,2013-06-11,09:13:02.622,642133488009,3LKRI,SPOOF,B,1625.50,59,103,11,Jun,13
5927,ESM3,2013-06-11,09:13:02.788,642133488010,3LKRJ,SPOOF,B,1625.50,715,103,11,Jun,13
5928,ESM3,2013-06-11,09:13:02.923,642133488051,3LKRK,SPOOF,B,1625.50,62,103,11,Jun,13
5929,ESM3,2013-06-11,09:13:03.445,642133488075,3LKRO,FLIP,S,1625.50,716,103,11,Jun,13
5930,ESM3,2013-06-11,09:16:08.916,642133512294,3LL1R,SPOOF,B,1625.25,741,103,11,Jun,13
5931,ESM3,2013-06-11,09:16:08.917,642133512304,3LL1S,SPOOF,B,1625.25,63,103,11,Jun,13
5932,ESM3,2013-06-11,09:16:09.811,642133512350,3LL1Y,FLIP,S,1625.25,771,103,11,Jun,13
5933,ESM3,2013-06-11,09:17:54.349,642133527152,3LL6Q,SPOOF,B,1625.50,64,103,11,Jun,13
5934,ESM3,2013-06-11,09:17:54.452,642133527164,3LL6R,SPOOF,B,1625.50,60,103,11,Jun,13
5935,ESM3,2013-06-11,09:17:54.566,642133527166,3LL6S,SPOOF,B,1625.50,63,103,11,Jun,13
5936,ESM3,2013-06-11,09:17:54.686,642133527173,3LL6T,SPOOF,B,1625.50,65,103,11,Jun,13
5937,ESM3,2013-06-11,09:17:54.813,642133527175,3LL6U,SPOOF,B,1625.50,65,103,11,Jun,13
5938,ESM3,2013-06-11,09:17:55.254,642133527187,3LL71,FLIP,S,1625.50,717,103,11,Jun,13
5939,ESM3,2013-06-11,09:18:01.038,642133527932,3LL7D,SPOOF,S,1625.25,64,103,11,Jun,13
5940,ESM3,2013-06-11,09:18:01.044,642133527939,3LL7E,SPOOF,S,1625.25,754,103,11,Jun,13
5941,ESM3,2013-06-11,09:18:01.462,642133528001,3LL7H,FLIP,B,1625.25,743,103,11,Jun,13
5942,ESM3,2013-06-11,09:19:26.769,642133538397,3LLC0,SPOOF,S,1625.50,64,103,11,Jun,13
5943,ESM3,2013-06-11,09:19:26.863,642133538408,3LLC1,SPOOF,S,1625.50,65,103,11,Jun,13
5944,ESM3,2013-06-11,09:19:26.873,642133538416,3LLC2,SPOOF,S,1625.50,787,103,11,Jun,13
5945,ESM3,2013-06-11,09:19:26.959,642133538436,3LLC3,SPOOF,S,1625.50,65,103,11,Jun,13
5946,ESM3,2013-06-11,09:19:27.389,642133538466,3LLC9,FLIP,B,1625.50,740,103,11,Jun,13
5947,ESM3,2013-06-11,09:19:54.001,642133541569,3LLE9,SPOOF,S,1625.75,62,103,11,Jun,13
5948,ESM3,2013-06-11,09:19:54.105,642133541583,3LLEA,SPOOF,S,1625.75,60,103,11,Jun,13
5949,ESM3,2013-06-11,09:19:54.190,642133541592,3LLEB,SPOOF,S,1625.75,731,103,11,Jun,13
5950,ESM3,2013-06-11,09:19:54.600,642133541634,3LLEF,FLIP,B,1625.75,777,103,11,Jun,13
5951,ESM3,2013-06-11,09:23:14.325,642133569734,3LLJP,SPOOF,S,1626.75,64,103,11,Jun,13
5952,ESM3,2013-06-11,09:23:14.445,642133569751,3LLJQ,SPOOF,S,1626.75,62,103,11,Jun,13
5953,ESM3,2013-06-11,09:23:14.565,642133569776,3LLJR,SPOOF,S,1626.75,60,103,11,Jun,13
5954,ESM3,2013-06-11,09:23:14.686,642133569791,3LLJS,SPOOF,S,1626.75,62,103,11,Jun,13
5955,ESM3,2013-06-11,09:23:14.806,642133569796,3LLJT,SPOOF,S,1626.75,64,103,11,Jun,13
5956,ESM3,2013-06-11,09:23:14.918,642133569817,3LLJU,SPOOF,S,1626.75,60,103,11,Jun,13
5957,ESM3,2013-06-11,09:23:15.035,642133569833,3LLJV,SPOOF,S,1626.75,59,103,11,Jun,13
5958,ESM3,2013-06-11,09:23:15.319,642133569865,3LLK7,FLIP,B,1626.75,748,103,11,Jun,13
5959,ESM3,2013-06-11,09:24:14.415,642133576854,3LLMW,SPOOF,B,1627.50,740,103,11,Jun,13
5960,ESM3,2013-06-11,09:24:14.421,642133576865,3LLMX,SPOOF,B,1627.50,63,103,11,Jun,13
5961,ESM3,2013-06-11,09:24:15.049,642133576894,3LLN0,FLIP,S,1627.50,785,103,11,Jun,13
5962,ESM3,2013-06-11,09:29:54.218,642133615048,3LM3L,SPOOF,B,1628.75,64,103,11,Jun,13
5963,ESM3,2013-06-11,09:29:54.312,642133615070,3LM3M,SPOOF,B,1628.75,741,103,11,Jun,13
5964,ESM3,2013-06-11,09:29:54.675,642133615114,3LM3P,FLIP,S,1628.75,742,103,11,Jun,13
5965,ESM3,2013-06-11,09:34:52.889,642133654156,3LMI6,SPOOF,S,1630.50,64,103,11,Jun,13
5966,ESM3,2013-06-11,09:34:52.976,642133654176,3LMI7,SPOOF,S,1630.50,62,103,11,Jun,13
5967,ESM3,2013-06-11,09:34:53.178,642133654189,3LMI8,SPOOF,S,1630.50,729,103,11,Jun,13
5968,ESM3,2013-06-11,09:34:53.294,642133654209,3LMI9,SPOOF,S,1630.50,64,103,11,Jun,13
5969,ESM3,2013-06-11,09:34:53.700,642133654230,3LMIG,FLIP,B,1630.50,718,103,11,Jun,13
5970,ESM3,2013-06-11,10:14:24.587,642133860839,3LN1U,SPOOF,S,1632.75,62,103,11,Jun,13
5971,ESM3,2013-06-11,10:14:24.705,642133860855,3LN1V,SPOOF,S,1632.75,62,103,11,Jun,13
5972,ESM3,2013-06-11,10:14:24.711,642133860857,3LN1W,SPOOF,S,1632.75,715,103,11,Jun,13
5973,ESM3,2013-06-11,10:14:25.117,642133860890,3LN21,FLIP,B,1632.75,730,103,11,Jun,13
5974,ESM3,2013-06-11,10:14:50.755,642133862855,3LN24,SPOOF,B,1632.75,786,103,11,Jun,13
5975,ESM3,2013-06-11,10:14:51.140,642133862918,3LN27,FLIP,S,1632.75,61,103,11,Jun,13
5976,ESM3,2013-06-11,10:17:31.232,642133884048,3LN5E,SPOOF,S,1633.25,59,103,11,Jun,13
5977,ESM3,2013-06-11,10:17:31.335,642133884053,3LN5F,SPOOF,S,1633.25,63,103,11,Jun,13
5978,ESM3,2013-06-11,10:17:31.431,642133884062,3LN5G,SPOOF,S,1633.25,756,103,11,Jun,13
5979,ESM3,2013-06-11,10:17:31.913,642133884098,3LN5L,FLIP,B,1633.25,777,103,11,Jun,13
5980,ESM3,2013-06-11,10:17:49.207,642133886222,3LN61,SPOOF,S,1633.50,65,103,11,Jun,13
5981,ESM3,2013-06-11,10:17:49.335,642133886225,3LN62,SPOOF,S,1633.50,61,103,11,Jun,13
5982,ESM3,2013-06-11,10:17:49.433,642133886230,3LN63,SPOOF,S,1633.50,63,103,11,Jun,13
5983,ESM3,2013-06-11,10:17:49.555,642133886250,3LN64,SPOOF,S,1633.50,63,103,11,Jun,13
5984,ESM3,2013-06-11,10:17:49.875,642133886258,3LN69,FLIP,B,1633.50,770,104,11,Jun,13
5985,ESM3,2013-06-11,10:18:20.673,642133889332,3LN7M,SPOOF,S,1633.25,64,104,11,Jun,13
5986,ESM3,2013-06-11,10:18:20.792,642133889340,3LN7N,SPOOF,S,1633.25,60,104,11,Jun,13
5987,ESM3,2013-06-11,10:18:20.896,642133889348,3LN7O,SPOOF,S,1633.25,60,104,11,Jun,13
5988,ESM3,2013-06-11,10:18:21.032,642133889354,3LN7P,SPOOF,S,1633.25,62,104,11,Jun,13
5989,ESM3,2013-06-11,10:18:21.145,642133889357,3LN7Q,SPOOF,S,1633.25,59,104,11,Jun,13
5990,ESM3,2013-06-11,10:18:21.512,642133889369,3LN7W,FLIP,B,1633.25,725,104,11,Jun,13
5991,ESM3,2013-06-11,10:22:54.671,642133909008,3LNKS,SPOOF,S,1633.75,63,104,11,Jun,13
5992,ESM3,2013-06-11,10:22:54.743,642133909009,3LNKT,SPOOF,S,1633.75,59,104,11,Jun,13
5993,ESM3,2013-06-11,10:22:54.871,642133909012,3LNKU,SPOOF,S,1633.75,65,104,11,Jun,13
5994,ESM3,2013-06-11,10:22:54.984,642133909014,3LNKV,SPOOF,S,1633.75,63,104,11,Jun,13
5995,ESM3,2013-06-11,10:22:55.096,642133909020,3LNKW,SPOOF,S,1633.75,64,104,11,Jun,13
5996,ESM3,2013-06-11,10:22:55.215,642133909026,3LNKX,SPOOF,S,1633.75,59,104,11,Jun,13
5997,ESM3,2013-06-11,10:22:55.657,642133909034,3LNL4,FLIP,B,1633.75,766,104,11,Jun,13
