window	gate_status	branch	execution_bias	execution_score	decision_hint	execution_readiness	prediction_vote_score	hybrid_transition_hazard	duration_remaining_expected_bars	branch_probability	path_ranker_score_used_by_execution_tree	path_ranker_score_visible_to_execution_tree	ranker_score_path_id	ranker_score_runtime_source	ranker_score_raw_path_score	ranker_score_calibrated_path_prob	ranker_score_path_prob_lower_bound	ranker_score_execution_gate_status	path_ranker_runtime_source	path_ranker_model_family	ranker_validation_ready	readiness_gap_to_observe	readiness_gap_to_ready	top_positive_feature	top_positive_contribution	top_negative_feature	top_negative_contribution	pythagorean_overstretch	ising_phase_transition_risk	spectral_entropy	dominant_cycle_energy	cycle_phase_alignment	consumer_reason
394	blocked	block_crowded	skip	0.560234	execution_blocked_regardless_of_prediction	0.423700	0.547600			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.026300	0.226300	ising_phase_transition_risk	0.437251	branch_probability	-0.500000	1.000000	0.262700	0.509200	0.428200		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
395	blocked	block_crowded	skip	0.556850	execution_blocked_regardless_of_prediction	0.348200	0.545300			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.101800	0.301800	cycle_phase_alignment	0.958697	branch_probability	-0.500000	1.000000	0.281500			0.958700	market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
396	observe	transition_guardrail	guarded	0.555247	execution_guarded_due_to_high_transition_hazard	0.370200	0.544900	0.625000	1.950000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.079800	0.279800	ising_phase_transition_risk	0.338591	cycle_phase_alignment	-0.584995	1.000000	0.361400			-0.585000	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
397	observe	transition_guardrail	guarded	0.564810	execution_guarded_due_to_low_remaining_regime_duration	0.453800	0.549500	0.573000	0.950000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.196200	dominant_cycle_energy	0.582022	cycle_phase_alignment	-0.604971	1.000000	0.255700	0.295800	0.732000	-0.605000	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
398	observe	transition_guardrail	guarded	0.442651	execution_guarded_due_to_low_remaining_regime_duration	0.293100	0.545100	0.605000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.156900	0.356900	dominant_cycle_energy	0.553852	branch_probability	-0.500000		0.268200	0.309200	0.703900	0.387500	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
399	observe	transition_guardrail	guarded	0.544489	execution_guarded_due_to_low_remaining_regime_duration	0.353200	0.539900	0.544000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.096800	0.296800	cycle_phase_alignment	0.985804	branch_probability	-0.500000		0.255700	0.338200	0.632400	0.985800	market_state=RangeConsolidation/TightRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
400	observe	transition_guardrail	guarded	0.550225	execution_guarded_due_to_low_remaining_regime_duration	0.375600	0.542500	0.574000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.074400	0.274400	dominant_cycle_energy	0.604273	branch_probability	-0.500000	1.000000	0.255700	0.222300	0.754300		market_state=RangeConsolidation/TightRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
401	observe	transition_guardrail	guarded	0.454369	execution_guarded_due_to_low_remaining_regime_duration	0.221900	0.551100	0.575000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.228100	0.428100	ising_phase_transition_risk	0.418452	branch_probability	-0.500000	1.000000	0.281500	0.385600			market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
402	observe	transition_guardrail	guarded	0.525596	execution_guarded_due_to_low_remaining_regime_duration	0.395300	0.561800	0.569000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.054700	0.254700	spectral_entropy	0.515192	cycle_phase_alignment	-0.627401		0.287300	0.284800	0.602900	-0.627400	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
403	observe	transition_guardrail	guarded	0.558426	execution_guarded_due_to_low_remaining_regime_duration	0.389300	0.546500	0.614000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.060700	0.260700	ising_phase_transition_risk	0.444303	cycle_phase_alignment	-0.884488	1.000000	0.255700	0.426200		-0.884500	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
404	observe	transition_guardrail	guarded	0.567712	execution_guarded_due_to_low_remaining_regime_duration	0.446600	0.544100	0.673000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.003400	0.203400	pythagorean_overstretch	0.494118	branch_probability	-0.500000	0.205900	0.271200	0.665200			market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
405	observe	transition_guardrail	guarded	0.585612	execution_guarded_due_to_low_remaining_regime_duration	0.482900	0.553300	0.651000	0.500000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.167100	pythagorean_overstretch	0.576050	branch_probability	-0.500000	0.123900	0.276400			-0.257900	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
406	observe	wait_for_reversion	passive	0.570614	execution_observe_with_medium_prediction	0.460300	0.552800			1.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.189700	branch_probability	0.500000	cycle_phase_alignment	-0.792108	1.000000	0.255700	0.548600		-0.792100	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/wait_for_reversion/passive | ranker=unknown/unknown/not_ready
407	observe	transition_guardrail	guarded	0.546864	execution_guarded_due_to_high_transition_hazard	0.358500	0.541100	0.668000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.091500	0.291500	spectral_entropy	0.479761	cycle_phase_alignment	-0.759077		0.264000	0.320200	0.527000	-0.759100	market_state=RangeConsolidation/Accumulation | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
408	observe	transition_guardrail	guarded	0.578385	execution_guarded_due_to_high_transition_hazard	0.396900	0.556600	0.635000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.053100	0.253100	cycle_phase_alignment	0.505818	branch_probability	-0.500000		0.291400	0.337800	0.581500	0.505800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
409	observe	transition_guardrail	guarded	0.517855	execution_guarded_due_to_high_transition_hazard	0.390200	0.557800	0.690000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.059800	0.259800	ising_phase_transition_risk	0.423935	cycle_phase_alignment	-0.697220		0.276100	0.385700	0.470200	-0.697200	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
410	observe	transition_guardrail	guarded	0.559002	execution_guarded_due_to_low_remaining_regime_duration	0.446400	0.546300	0.669000	0.312000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.003600	0.203600	dominant_cycle_energy	0.578025	branch_probability	-0.500000	1.000000	0.255700	0.248900	0.728000		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
411	blocked	block_crowded	skip	0.553960	execution_blocked_regardless_of_prediction	0.441200	0.544100			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.008800	0.208800	dominant_cycle_energy	0.636471	branch_probability	-0.500000	1.000000	0.281500	0.223300	0.786500		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
412	blocked	block_crowded	skip	0.559252	execution_blocked_regardless_of_prediction	0.449000	0.546800			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.001000	0.201000	ising_phase_transition_risk	0.418452	branch_probability	-0.500000	1.000000	0.281500	0.434200		0.367100	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
413	observe	transition_guardrail	guarded	0.559972	execution_guarded_due_to_high_transition_hazard	0.345200	0.546800	0.602000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.104800	0.304800	dominant_cycle_energy	0.578295	branch_probability	-0.500000		0.255700	0.258200	0.728300		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
414	observe	transition_guardrail	guarded	0.558355	execution_guarded_due_to_high_transition_hazard	0.439200	0.546300	0.663000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.010800	0.210800	dominant_cycle_energy	0.503305	branch_probability	-0.500000		0.272800	0.390000	0.653300	-0.441900	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
415	observe	transition_guardrail	guarded	0.559339	execution_guarded_due_to_high_transition_hazard	0.483300	0.547100	0.691000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.166700	ising_phase_transition_risk	0.427558	branch_probability	-0.500000	0.497900	0.272400			-0.414500	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
416	observe	transition_guardrail	guarded	0.565472	execution_guarded_due_to_high_transition_hazard	0.343000	0.549800	0.618000	2.100000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.107000	0.307000	ising_phase_transition_risk	0.409556	cycle_phase_alignment	-0.820661	1.000000	0.290400			-0.820700	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
417	observe	transition_guardrail	guarded	0.445998	execution_guarded_due_to_low_remaining_regime_duration	0.245900	0.547000	0.654000	1.100000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.204100	0.404100	ising_phase_transition_risk	0.431803	branch_probability	-0.500000	1.000000	0.268200			-0.476700	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
418	observe	transition_guardrail	guarded	0.574270	execution_guarded_due_to_low_remaining_regime_duration	0.328900	0.554500	0.626000	0.100000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.121100	0.321100	ising_phase_transition_risk	0.418452	cycle_phase_alignment	-0.901566		0.281500	0.489500		-0.901600	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
419	observe	transition_guardrail	guarded	0.567184	execution_guarded_due_to_low_remaining_regime_duration	0.463600	0.551100	0.662000	0.000000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.186400	cycle_phase_alignment	0.774826	pythagorean_overstretch	-0.276891	0.976900	0.273100	0.445400	0.546500	0.774800	market_state=RangeConsolidation/TightRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
420	observe	transition_guardrail	guarded	0.556424	execution_guarded_due_to_low_remaining_regime_duration	0.450700	0.545200	0.611000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.199300	cycle_phase_alignment	0.737486	branch_probability	-0.500000		0.292100	0.519800	0.353700	0.737500	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
421	observe	transition_guardrail	guarded	0.443497	execution_guarded_due_to_low_remaining_regime_duration	0.298900	0.545500	0.680000	0.500000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.151100	0.351100	spectral_entropy	0.425031	branch_probability	-0.500000		0.363200	0.375000	0.573400		market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
422	observe	transition_guardrail	guarded	0.574158	execution_guarded_due_to_low_remaining_regime_duration	0.460700	0.554400	0.682000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.189300	cycle_phase_alignment	0.988135	branch_probability	-0.500000		0.301000	0.452600	0.391900	0.988100	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
423	observe	transition_guardrail	guarded	0.564435	execution_guarded_due_to_high_transition_hazard	0.464700	0.549800	0.692000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.185300	ising_phase_transition_risk	0.423877	cycle_phase_alignment	-0.998660		0.276100	0.455900	0.396100	-0.998700	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
424	blocked	block_crowded	skip	0.556825	execution_blocked_regardless_of_prediction	0.442800	0.545700			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.007200	0.207200	dominant_cycle_energy	0.560323	cycle_phase_alignment	-0.822163		0.255700	0.303300	0.710300	-0.822200	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
425	blocked	block_crowded	skip	0.556876	execution_blocked_regardless_of_prediction	0.366800	0.545700			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.083200	0.283200	dominant_cycle_energy	0.488563	branch_probability	-0.500000	1.000000	0.280100	0.313700	0.638600		market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
426	observe	transition_guardrail	guarded	0.509889	execution_guarded_due_to_low_remaining_regime_duration	0.376300	0.553600	0.681000	0.550000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.073700	0.273700	dominant_cycle_energy	0.644669	branch_probability	-0.500000	1.000000	0.279000	0.242100	0.794700		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
427	blocked	block_crowded	skip	0.550618	execution_blocked_regardless_of_prediction	0.371700	0.542800			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.078300	0.278300	cycle_phase_alignment	0.992851	branch_probability	-0.500000		0.284300	0.296000	0.710200	0.992900	market_state=TrendExpansion/BullTrendExhaustion | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
428	blocked	block_crowded	skip	0.622225	execution_blocked_regardless_of_prediction	0.401000	0.560900			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.049000	0.249000	ising_phase_transition_risk	0.418452	branch_probability	-0.500000	1.000000	0.281500	0.501000			market_state=ExtremeStress/VolatilitySpike | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
429	observe	transition_guardrail	guarded	0.557664	execution_guarded_due_to_low_remaining_regime_duration	0.443600	0.545700	0.664000	0.294000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.006400	0.206400	cycle_phase_alignment	0.993978	branch_probability	-0.500000		0.363000	0.267500	0.600100	0.994000	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
430	observe	transition_guardrail	guarded	0.572904	execution_guarded_due_to_high_transition_hazard	0.409900	0.553500	0.651000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.040100	0.240100	dominant_cycle_energy	0.563486	cycle_phase_alignment	-0.726053		0.239300	0.312600	0.713500	-0.726100	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
431	observe	transition_guardrail	guarded	0.559926	execution_guarded_due_to_low_remaining_regime_duration	0.440300	0.547400	0.650000	0.450000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.009700	0.209700	dominant_cycle_energy	0.521940	cycle_phase_alignment	-0.988648		0.363200	0.351700	0.671900	-0.988600	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
432	blocked	block_crowded	skip	0.443445	execution_blocked_regardless_of_prediction	0.254500	0.545500			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.195500	0.395500	dominant_cycle_energy	0.669247	branch_probability	-0.500000		0.281500	0.221700	0.819200	0.619200	market_state=TrendExpansion/BullTrendExhaustion | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
433	observe	transition_guardrail	guarded	0.555546	execution_guarded_due_to_high_transition_hazard	0.398400	0.545300	0.649000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.051600	0.251600	pythagorean_overstretch	0.523529	cycle_phase_alignment	-0.588428	0.176500		0.345000	0.655900	-0.588400	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
434	observe	transition_guardrail	guarded	0.512664	execution_guarded_due_to_high_transition_hazard	0.313200	0.541500	0.619000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.136800	0.336800	dominant_cycle_energy	0.467021	cycle_phase_alignment	-0.999969		0.291000	0.394200	0.617000	-1.000000	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
435	observe	transition_guardrail	guarded	0.557878	execution_guarded_due_to_high_transition_hazard	0.392600	0.546300	0.618000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.057400	0.257400	cycle_phase_alignment	0.422349	branch_probability	-0.500000	1.000000	0.293700	0.416600		0.422300	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
436	blocked	block_crowded	skip	0.574311	execution_blocked_regardless_of_prediction	0.401000	0.554700			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.049000	0.249000	ising_phase_transition_risk	0.454252	cycle_phase_alignment	-0.799139		0.245700	0.422000	0.512900	-0.799100	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
437	observe	wait_for_reversion	passive	0.561641	execution_observe_with_medium_prediction	0.452700	0.548300		2.350000	1.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.197300	branch_probability	0.500000	cycle_phase_alignment	-0.404531	1.000000	0.255700	0.503700		-0.404500	market_state=RangeConsolidation/WideRange | execution=observe/wait_for_reversion/passive | ranker=unknown/unknown/not_ready
438	observe	transition_guardrail	guarded	0.550779	execution_guarded_due_to_low_remaining_regime_duration	0.421400	0.542500	0.689000	0.450000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.028600	0.228600	ising_phase_transition_risk	0.400561	branch_probability	-0.500000		0.299400	0.419500	0.458100	0.353500	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
439	observe	transition_guardrail	guarded	0.558387	execution_guarded_due_to_high_transition_hazard	0.410900	0.546900	0.638000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.039100	0.239100	cycle_phase_alignment	0.620043	branch_probability	-0.500000	1.000000	0.294100	0.478800		0.620000	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
440	observe	transition_guardrail	guarded	0.550357	execution_guarded_due_to_high_transition_hazard	0.427100	0.542400	0.674000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.022900	0.222900	ising_phase_transition_risk	0.432815	branch_probability	-0.500000		0.267200	0.496500	0.486700		market_state=RangeConsolidation/TightRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
441	observe	transition_guardrail	guarded	0.577950	execution_guarded_due_to_low_remaining_regime_duration	0.466900	0.556400	0.633000	0.450000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.183100	cycle_phase_alignment	0.566575	branch_probability	-0.500000		0.301200	0.487700	0.459200	0.566600	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
442	observe	transition_guardrail	guarded	0.566595	execution_guarded_due_to_high_transition_hazard	0.450400	0.550800	0.680000		0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.199600	cycle_phase_alignment	0.967219	pythagorean_overstretch	-0.300000	1.000000	0.296100	0.573300	0.364100	0.967200	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
443	blocked	block_crowded	skip	0.521385	execution_blocked_regardless_of_prediction	0.226900	0.545300			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.223100	0.423100	cycle_phase_alignment	0.755084	branch_probability	-0.500000	1.000000	0.363000			0.755100	market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
444	blocked	block_crowded	skip	0.551766	execution_blocked_regardless_of_prediction	0.372500	0.543100			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.077500	0.277500	dominant_cycle_energy	0.605872	branch_probability	-0.500000	1.000000	0.281500	0.260200	0.755900		market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
445	blocked	block_crowded	skip	0.551861	execution_blocked_regardless_of_prediction	0.438400	0.543400			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.011600	0.211600	cycle_phase_alignment	0.869974	branch_probability	-0.500000	1.000000	0.284200	0.540100		0.870000	market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
446	blocked	block_crowded	skip	0.561795	execution_blocked_regardless_of_prediction	0.414300	0.548400			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.035700	0.235700	dominant_cycle_energy	0.626976	branch_probability	-0.500000	1.000000	0.262600	0.275100	0.777000		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
447	blocked	block_crowded	passive	0.578105	execution_blocked_regardless_of_prediction	0.409800	0.549300		1.900000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.040200	0.240200	dominant_cycle_energy	0.633098	branch_probability	-0.500000		0.255700	0.201900	0.783100	-0.322700	market_state=TrendExpansion/BullTrendExhaustion | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
448	observe	transition_guardrail	guarded	0.560505	execution_guarded_due_to_low_remaining_regime_duration	0.331300	0.547500	0.545000	0.900000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.118700	0.318700	ising_phase_transition_risk	0.444303	cycle_phase_alignment	-0.851192		0.255700	0.473100		-0.851200	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
449	observe	transition_guardrail	guarded	0.617983	execution_guarded_due_to_low_remaining_regime_duration	0.445600	0.558800	0.659000	0.278000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.004400	0.204400	dominant_cycle_energy	0.694919	branch_probability	-0.500000	1.000000	0.363000	0.196900	0.844900		market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
450	blocked	block_crowded	skip	0.554690	execution_blocked_regardless_of_prediction	0.399900	0.545100			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.050100	0.250100	dominant_cycle_energy	0.578026	branch_probability	-0.500000	1.000000	0.260900	0.299300	0.728000		market_state=RangeConsolidation/Accumulation | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
451	observe	transition_guardrail	guarded	0.548130	execution_guarded_due_to_high_transition_hazard	0.366900	0.541600	0.632000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.083100	0.283100	ising_phase_transition_risk	0.418452	branch_probability	-0.500000	1.000000	0.281500			0.292000	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
452	observe	transition_guardrail	guarded	0.511437	execution_guarded_due_to_low_remaining_regime_duration	0.287700	0.540800	0.684000	0.450000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.162300	0.362300	cycle_phase_alignment	0.941501	branch_probability	-0.500000		0.301800	0.455300		0.941500	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
453	blocked	block_crowded	skip	0.512885	execution_blocked_regardless_of_prediction	0.367600	0.541600			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.082400	0.282400	cycle_phase_alignment	0.726421	branch_probability	-0.500000	0.006300	0.286400	0.413900		0.726400	market_state=RangeConsolidation/Accumulation | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
454	blocked	block_crowded	skip	0.346330	execution_blocked_regardless_of_prediction	0.136300	0.558500			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.313700	0.513700	ising_phase_transition_risk	0.444303	cycle_phase_alignment	-0.874418		0.255700			-0.874400	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
