pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,source_timerange_label,source_timerange,trade_seq,is_win,parent_regime_root,parent_regime_confidence_floor,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,branch_path_source,recipe_id,trade_or_bar_horizon,allowed_action,suppression_rule
SOL/USDT,3332.34198,3332.34198,16.131,2024-12-10T16:00:00+00:00,2024-12-11T07:00:00+00:00,206.58,219.79,0.001,0.001,900,0.06182040439955049,206.21273553,exit_signal,2.07,-0.99,2.07,-0.99,203.21,220.32,False,,1.0,False,1733846400000,1733900400000,"[{'amount': 16.131, 'safe_price': 206.58, 'ft_order_side': 'buy', 'order_filled_timestamp': 1733846400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3335.6743219799996}, {'amount': 16.131, 'safe_price': 219.79, 'ft_order_side': 'sell', 'order_filled_timestamp': 1733900400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3548.97792249}]",0.0,2,full_5y,20210101-20251231,157,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3658.6809,3658.6809,86.31,2024-12-10T16:00:00+00:00,2024-12-11T13:00:00+00:00,42.39,45.8,0.001,0.001,1260,0.07828477255228848,286.7054211,exit_signal,0.43,-0.99,0.43,-0.99,41.32,46.93,False,,1.0,False,1733846400000,1733922000000,"[{'amount': 86.31, 'safe_price': 42.39, 'ft_order_side': 'buy', 'order_filled_timestamp': 1733846400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3662.3395809}, {'amount': 86.31, 'safe_price': 45.8, 'ft_order_side': 'sell', 'order_filled_timestamp': 1733922000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3956.950998}]",0.0,2,full_5y,20210101-20251231,158,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
BNB/USDT,3184.72362,3184.72362,5.031,2024-12-20T11:00:00+00:00,2024-12-20T23:00:00+00:00,633.02,677.8,0.001,0.001,720,0.06860091979045567,218.69344458,exit_signal,6.34,-0.99,6.34,-0.99,618.69,679.99,False,,1.0,False,1734692400000,1734735600000,"[{'amount': 5.031, 'safe_price': 633.02, 'ft_order_side': 'buy', 'order_filled_timestamp': 1734692400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3187.9083436199994}, {'amount': 5.031, 'safe_price': 677.8, 'ft_order_side': 'sell', 'order_filled_timestamp': 1734735600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3413.4218117999994}]",0.0,4,full_5y,20210101-20251231,159,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3319.36,3319.36,75.44,2024-12-18T21:00:00+00:00,2024-12-21T02:00:00+00:00,44.0,39.86,0.001,0.001,3180,-0.09590091726455363,-318.6479984,exit_signal,0.45,-0.99,0.45,-0.99,33.6,44.65,False,,1.0,False,1734555600000,1734746400000,"[{'amount': 75.44, 'safe_price': 44.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1734555600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3322.679359999999}, {'amount': 75.44, 'safe_price': 39.86, 'ft_order_side': 'sell', 'order_filled_timestamp': 1734746400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3010.0454383999995}]",0.0,5,full_5y,20210101-20251231,160,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3403.51734,3403.51734,16.431,2024-12-18T21:00:00+00:00,2024-12-21T05:00:00+00:00,207.14,196.38,0.001,0.001,3360,-0.05383975877361993,-183.42779712,exit_signal,2.08,-0.99,2.08,-0.99,175.26,212.14,False,,1.0,False,1734555600000,1734757200000,"[{'amount': 16.431, 'safe_price': 207.14, 'ft_order_side': 'buy', 'order_filled_timestamp': 1734555600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3406.9208573399997}, {'amount': 16.431, 'safe_price': 196.38, 'ft_order_side': 'sell', 'order_filled_timestamp': 1734757200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3229.9464997799996}]",0.0,5,full_5y,20210101-20251231,161,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,4600.71507,4600.71507,24.787,2024-12-21T14:00:00+00:00,2024-12-23T04:00:00+00:00,185.61,186.24,0.001,0.001,2280,0.0013894300301282682,6.39876405,exit_signal,1.86,-0.99,1.86,-0.99,176.48,187.87,False,,1.0,False,1734789600000,1734926400000,"[{'amount': 24.787, 'safe_price': 185.61, 'ft_order_side': 'buy', 'order_filled_timestamp': 1734789600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4605.31578507}, {'amount': 24.787, 'safe_price': 186.24, 'ft_order_side': 'sell', 'order_filled_timestamp': 1734926400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4620.94721088}]",0.0,0,full_5y,20210101-20251231,162,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,5283.332,5283.332,143.96,2024-12-22T15:00:00+00:00,2024-12-23T17:00:00+00:00,36.7,37.32,0.001,0.001,1560,0.014861977259797423,78.5992808,exit_signal,0.37,-0.99,0.37,-0.99,35.52,38.0,False,,1.0,False,1734879600000,1734973200000,"[{'amount': 143.96, 'safe_price': 36.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1734879600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5288.615331999999}, {'amount': 143.96, 'safe_price': 37.32, 'ft_order_side': 'sell', 'order_filled_timestamp': 1734973200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5377.9597871999995}]",0.0,0,full_5y,20210101-20251231,163,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3637.91555,3637.91555,19.235,2024-12-26T09:00:00+00:00,2024-12-27T10:00:00+00:00,189.13,193.03,0.001,0.001,1500,0.01858153478731917,67.6656524,exit_signal,1.9,-0.99,1.9,-0.99,185.58,194.39,False,,1.0,False,1735203600000,1735293600000,"[{'amount': 19.235, 'safe_price': 189.13, 'ft_order_side': 'buy', 'order_filled_timestamp': 1735203600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3641.553465549999}, {'amount': 19.235, 'safe_price': 193.03, 'ft_order_side': 'sell', 'order_filled_timestamp': 1735293600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3716.6449820499993}]",0.0,4,full_5y,20210101-20251231,164,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,4688.7654,4688.7654,120.41,2024-12-26T07:00:00+00:00,2024-12-28T17:00:00+00:00,38.94,37.5,0.001,0.001,3480,-0.038904085129046605,-182.5945404,exit_signal,0.39,-0.99,0.39,-0.99,36.28,39.05,False,,1.0,False,1735196400000,1735405200000,"[{'amount': 120.41, 'safe_price': 38.94, 'ft_order_side': 'buy', 'order_filled_timestamp': 1735196400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4693.454165399999}, {'amount': 120.41, 'safe_price': 37.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1735405200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4519.890375}]",0.0,5,full_5y,20210101-20251231,165,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,5386.194,5386.194,148.38,2024-12-29T17:00:00+00:00,2024-12-30T09:00:00+00:00,36.3,36.93,0.001,0.001,960,0.015322693835090528,82.6135326,exit_signal,0.37,-0.99,0.37,-0.99,35.53,37.07,False,,1.0,False,1735491600000,1735549200000,"[{'amount': 148.38, 'safe_price': 36.3, 'ft_order_side': 'buy', 'order_filled_timestamp': 1735491600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5391.580193999999}, {'amount': 148.38, 'safe_price': 36.93, 'ft_order_side': 'sell', 'order_filled_timestamp': 1735549200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5485.153073399999}]",0.0,0,full_5y,20210101-20251231,166,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,5717.7519,5717.7519,162.39,2024-12-30T15:00:00+00:00,2024-12-30T19:00:00+00:00,35.21,36.86,0.001,0.001,240,0.04477005527843358,256.2400527,exit_signal,0.36,-0.99,0.36,-0.99,34.87,37.0,False,,1.0,False,1735570800000,1735585200000,"[{'amount': 162.39, 'safe_price': 35.21, 'ft_order_side': 'buy', 'order_filled_timestamp': 1735570800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5723.469651899999}, {'amount': 162.39, 'safe_price': 36.86, 'ft_order_side': 'sell', 'order_filled_timestamp': 1735585200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5991.681095399999}]",0.0,0,full_5y,20210101-20251231,167,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3743.21556,3743.21556,19.983,2024-12-30T16:00:00+00:00,2024-12-30T19:00:00+00:00,187.32,194.54,0.001,0.001,180,0.036468656263659464,136.64655162,exit_signal,1.88,-0.99,1.88,-0.99,185.89,196.3,False,,1.0,False,1735574400000,1735585200000,"[{'amount': 19.983, 'safe_price': 187.32, 'ft_order_side': 'buy', 'order_filled_timestamp': 1735574400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3746.9587755599996}, {'amount': 19.983, 'safe_price': 194.54, 'ft_order_side': 'sell', 'order_filled_timestamp': 1735585200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3891.3803128199993}]",0.0,0,full_5y,20210101-20251231,168,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3745.7817,3745.7817,88.49,2025-01-07T15:00:00+00:00,2025-01-10T07:00:00+00:00,42.33,37.37,0.001,0.001,3840,-0.11893846762734077,-445.963053,exit_signal,0.43,-0.99,0.43,-0.99,35.5,42.43,False,,1.0,False,1736262000000,1736492400000,"[{'amount': 88.49, 'safe_price': 42.33, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736262000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3749.527481699999}, {'amount': 88.49, 'safe_price': 37.37, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736492400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3310.1781712999996}]",0.0,4,full_5y,20210101-20251231,169,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3328.61805,3328.61805,17.945,2025-01-09T14:00:00+00:00,2025-01-10T11:00:00+00:00,185.49,192.64,0.001,0.001,1260,0.036471534288128174,121.52120715,exit_signal,1.86,-0.99,1.86,-0.99,182.0,193.07,False,,1.0,False,1736431200000,1736506800000,"[{'amount': 17.945, 'safe_price': 185.49, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736431200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3331.9466680499995}, {'amount': 17.945, 'safe_price': 192.64, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736506800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3460.3817247999996}]",0.0,4,full_5y,20210101-20251231,170,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3186.03584,3186.03584,17.498,2025-01-13T07:00:00+00:00,2025-01-14T04:00:00+00:00,182.08,184.2,0.001,0.001,1260,0.009621968541124957,30.68659256,exit_signal,1.83,-0.99,1.83,-0.99,168.88,185.95,False,,1.0,False,1736751600000,1736827200000,"[{'amount': 17.498, 'safe_price': 182.08, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736751600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3189.22187584}, {'amount': 17.498, 'safe_price': 184.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736827200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3226.3547316}]",0.0,1,full_5y,20210101-20251231,171,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,5228.3462,5228.3462,146.74,2025-01-13T03:00:00+00:00,2025-01-14T10:00:00+00:00,35.63,36.25,0.001,0.001,1860,0.015368297153309781,80.4311288,exit_signal,0.36,-0.99,0.36,-0.99,32.79,36.39,False,,1.0,False,1736737200000,1736848800000,"[{'amount': 146.74, 'safe_price': 35.63, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736737200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5233.5745462}, {'amount': 146.74, 'safe_price': 36.25, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736848800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5324.644325}]",0.0,1,full_5y,20210101-20251231,172,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3166.03672,3166.03672,13.412,2025-01-20T01:00:00+00:00,2025-01-20T07:00:00+00:00,236.06,257.83,0.001,0.001,360,0.09004005398989727,285.35518732,exit_signal,2.37,-0.99,2.37,-0.99,229.44,264.3,False,,1.0,False,1737334800000,1737356400000,"[{'amount': 13.412, 'safe_price': 236.06, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737334800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3169.20275672}, {'amount': 13.412, 'safe_price': 257.83, 'ft_order_side': 'sell', 'order_filled_timestamp': 1737356400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3461.4739759599997}]",0.0,0,full_5y,20210101-20251231,173,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3259.0112,3259.0112,91.34,2025-01-20T00:00:00+00:00,2025-01-20T08:00:00+00:00,35.68,38.65,0.001,0.001,480,0.08107559480877867,264.4904978,exit_signal,0.36,-0.99,0.36,-0.99,34.49,40.24,False,,1.0,False,1737331200000,1737360000000,"[{'amount': 91.34, 'safe_price': 35.68, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737331200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3262.2702111999997}, {'amount': 91.34, 'safe_price': 38.65, 'ft_order_side': 'sell', 'order_filled_timestamp': 1737360000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3533.8212909999997}]",0.0,0,full_5y,20210101-20251231,174,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3289.21736,3289.21736,13.948,2025-01-27T02:00:00+00:00,2025-01-28T06:00:00+00:00,235.82,242.42,0.001,0.001,1680,0.025933527078468136,85.38630848,exit_signal,2.36,-0.99,2.36,-0.99,220.89,244.0,False,,1.0,False,1737943200000,1738044000000,"[{'amount': 13.948, 'safe_price': 235.82, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737943200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3292.50657736}, {'amount': 13.948, 'safe_price': 242.42, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738044000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3384.6554341599995}]",0.0,1,full_5y,20210101-20251231,175,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3347.051,3347.051,93.65,2025-01-27T00:00:00+00:00,2025-01-29T07:00:00+00:00,35.74,33.58,0.001,0.001,3300,-0.062313735509034886,-208.775818,exit_signal,0.36,-0.99,0.36,-0.99,31.84,36.06,False,,1.0,False,1737936000000,1738134000000,"[{'amount': 93.65, 'safe_price': 35.74, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737936000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3350.398051}, {'amount': 93.65, 'safe_price': 33.58, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738134000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3147.9117669999996}]",0.0,2,full_5y,20210101-20251231,176,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3855.54048,3855.54048,17.072,2025-01-28T22:00:00+00:00,2025-01-29T07:00:00+00:00,225.84,233.82,0.001,0.001,540,0.033266149366043093,128.38724448,exit_signal,2.26,-0.99,2.26,-0.99,225.01,234.78,False,,1.0,False,1738101600000,1738134000000,"[{'amount': 17.072, 'safe_price': 225.84, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738101600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3859.396020479999}, {'amount': 17.072, 'safe_price': 233.82, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738134000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3995.766815039999}]",0.0,2,full_5y,20210101-20251231,177,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3864.3018,3864.3018,17.148,2025-02-01T15:00:00+00:00,2025-02-03T17:00:00+00:00,225.35,207.7,0.001,0.001,3000,-0.08016412254264484,-310.0881414,exit_signal,2.26,-0.99,2.26,-0.99,175.89,227.66,False,,1.0,False,1738422000000,1738602000000,"[{'amount': 17.148, 'safe_price': 225.35, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738422000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3868.1661017999995}, {'amount': 17.148, 'safe_price': 207.7, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738602000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3565.201239599999}]",0.0,0,full_5y,20210101-20251231,178,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
BNB/USDT,4248.26784,4248.26784,7.723,2025-02-03T02:00:00+00:00,2025-02-04T00:00:00+00:00,550.08,617.21,0.001,0.001,1320,0.11979496289051264,509.43000933,exit_signal,5.51,-0.99,5.51,-0.99,500.0,619.24,False,,1.0,False,1738548000000,1738627200000,"[{'amount': 7.723, 'safe_price': 550.08, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738548000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4252.51610784}, {'amount': 7.723, 'safe_price': 617.21, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738627200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4771.479542829999}]",0.0,1,full_5y,20210101-20251231,179,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
BNB/USDT,4090.1164,4090.1164,7.309,2025-02-04T22:00:00+00:00,2025-02-06T03:00:00+00:00,559.6,576.5,0.001,0.001,1740,0.028141801015282072,115.2183451,exit_signal,5.6,-0.99,5.6,-0.99,558.73,580.0,False,,1.0,False,1738706400000,1738810800000,"[{'amount': 7.309, 'safe_price': 559.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738706400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4094.2065164}, {'amount': 7.309, 'safe_price': 576.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738810800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4217.8521384999995}]",0.0,3,full_5y,20210101-20251231,180,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
