provider,symbol,factor,side,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path,signal_time,entry_time,exit_time,entry,exit,stop,zone_low,zone_high,exit_reason,gross_return,net_return,walk_forward_fold
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2025-11-26 02:00:00+00:00,2025-11-26 09:00:00+00:00,2025-11-26 12:00:00+00:00,6795.25,6788.667857,6788.667857,6790.75,6795.75,stop,-0.0009686388076,-0.001768638808,test
yfinance/YF,ES,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2025-11-26 15:00:00+00:00,2025-11-26 16:00:00+00:00,2025-11-28 14:30:00+00:00,6843,6838.5,6796.471429,6797.5,6824,horizon,-0.000657606313,-0.001457606313,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2025-11-28 14:30:00+00:00,2025-12-01 14:00:00+00:00,2025-12-01 15:00:00+00:00,6839.75,6828.542857,6828.542857,6829.75,6831.25,stop,-0.001638531066,-0.002438531066,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-02 09:00:00+00:00,2025-12-02 16:00:00+00:00,2025-12-02 17:00:00+00:00,6830.5,6843.678571,6823.910714,6825,6829.25,target,0.001929371412,0.001129371412,test
yfinance/YF,ES,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2025-12-03 17:00:00+00:00,2025-12-03 18:00:00+00:00,2025-12-04 07:00:00+00:00,6863,6865.5,6838.725,6840,6859.5,horizon,0.0003642721842,-0.0004357278158,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-05 01:00:00+00:00,2025-12-05 14:00:00+00:00,2025-12-05 17:00:00+00:00,6889.75,6868.032143,6868.032143,6869.5,6870,stop,-0.003152198141,-0.003952198141,test
yfinance/YF,ES,order_block_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->up_momentum->order_block_pullback_v1,2025-12-05 14:00:00+00:00,2025-12-05 16:00:00+00:00,2025-12-08 05:00:00+00:00,6880.75,6890,6855.942857,6856.75,6880.75,horizon,0.001344330197,0.0005443301966,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-08 02:00:00+00:00,2025-12-08 10:00:00+00:00,2025-12-08 14:00:00+00:00,6887.25,6880.639286,6880.639286,6882,6882.5,stop,-0.0009598481666,-0.001759848167,test
yfinance/YF,ES,order_block_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,order_block_pullback_v1,TrendTransition->NormalVolatility->down_momentum->order_block_pullback_v1,2025-12-08 18:00:00+00:00,2025-12-08 19:00:00+00:00,2025-12-08 21:00:00+00:00,6843,6863.917857,6863.917857,6841.25,6862.75,stop,-0.003056825536,-0.003856825536,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2025-12-09 05:00:00+00:00,2025-12-09 09:00:00+00:00,2025-12-09 10:00:00+00:00,6857.25,6861.896429,6861.896429,6860.5,6860.75,stop,-0.0006775935793,-0.001477593579,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2025-12-09 21:00:00+00:00,2025-12-10 00:00:00+00:00,2025-12-10 04:00:00+00:00,6843.25,6851.901786,6851.901786,6850,6850.75,stop,-0.001264280234,-0.002064280234,test
yfinance/YF,ES,order_block_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,order_block_pullback_v1,TrendTransition->NormalVolatility->up_momentum->order_block_pullback_v1,2025-12-11 17:00:00+00:00,2025-12-12 14:00:00+00:00,2025-12-12 15:00:00+00:00,6889,6858.680357,6858.680357,6860.5,6886.5,stop,-0.004401167493,-0.005201167493,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-11 18:00:00+00:00,2025-12-12 14:00:00+00:00,2025-12-12 15:00:00+00:00,6889,6884.633929,6884.633929,6886.5,6887.75,stop,-0.00063377434,-0.00143377434,test
yfinance/YF,ES,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2025-12-15 14:00:00+00:00,2025-12-16 09:00:00+00:00,2025-12-16 10:00:00+00:00,6850.5,6869.717857,6869.717857,6860.25,6868.75,stop,-0.002805321822,-0.003605321822,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2025-12-15 15:00:00+00:00,2025-12-15 16:00:00+00:00,2025-12-16 05:00:00+00:00,6822,6781.25,6861.3875,6839.25,6860.25,horizon,0.005973321607,0.005173321607,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2025-12-16 01:00:00+00:00,2025-12-16 15:00:00+00:00,2025-12-16 16:00:00+00:00,6803,6814.298214,6814.298214,6812.25,6812.5,stop,-0.001660769408,-0.002460769408,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-19 08:00:00+00:00,2025-12-19 13:00:00+00:00,2025-12-19 14:00:00+00:00,6836,6849.289286,6829.355357,6830.75,6837.5,target,0.001944014879,0.001144014879,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-21 23:00:00+00:00,2025-12-22 00:00:00+00:00,2025-12-22 12:00:00+00:00,6900.75,6914.75,6889.467857,6891,6900.75,horizon,0.002028764989,0.001228764989,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-22 07:00:00+00:00,2025-12-22 08:00:00+00:00,2025-12-22 09:00:00+00:00,6905.75,6908.292857,6904.478571,6905.25,6906.5,target,0.0003682231681,-0.0004317768319,test
yfinance/YF,ES,order_block_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->up_momentum->order_block_pullback_v1,2025-12-22 16:00:00+00:00,2025-12-23 06:00:00+00:00,2025-12-23 18:00:00+00:00,6924.5,6957.942857,6907.778571,6908.5,6923.75,target,0.004829642161,0.004029642161,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-22 17:00:00+00:00,2025-12-22 18:00:00+00:00,2025-12-23 02:00:00+00:00,6927.25,6935.739286,6923.005357,6923.75,6927.75,target,0.00122549146,0.0004254914597,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-23 09:00:00+00:00,2025-12-23 12:00:00+00:00,2025-12-23 13:00:00+00:00,6928,6926.498214,6926.498214,6927,6929,stop,-0.0002167704553,-0.001016770455,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-23 19:00:00+00:00,2025-12-23 23:00:00+00:00,2025-12-24 14:30:00+00:00,6957,6965.417857,6952.791071,6953.75,6956.5,target,0.001209983778,0.0004099837779,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-24 16:30:00+00:00,2025-12-26 15:00:00+00:00,2025-12-29 04:00:00+00:00,6984.75,6977.25,6966.396429,6967,6973.75,horizon,-0.001073767851,-0.001873767851,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2025-12-26 10:00:00+00:00,2025-12-26 12:00:00+00:00,2025-12-26 13:00:00+00:00,6980.25,6985.378571,6977.685714,6978.25,6979,target,0.0007347260383,-6.527396174e-05,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendTransition,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2025-12-30 07:00:00+00:00,2025-12-30 10:00:00+00:00,2025-12-30 11:00:00+00:00,6951.75,6953.021429,6953.021429,6952,6952.25,stop,-0.0001828933105,-0.0009828933105,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2025-12-31 00:00:00+00:00,2025-12-31 14:00:00+00:00,2025-12-31 20:00:00+00:00,6932,6908.639286,6943.680357,6942.25,6942.75,target,0.003369981865,0.002569981865,test
yfinance/YF,ES,order_block_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->down_momentum->order_block_pullback_v1,2025-12-31 08:00:00+00:00,2025-12-31 09:00:00+00:00,2025-12-31 12:00:00+00:00,6924.75,6933.442857,6933.442857,6926.25,6932.75,stop,-0.001255331549,-0.002055331549,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2025-12-31 15:00:00+00:00,2025-12-31 18:00:00+00:00,2025-12-31 19:00:00+00:00,6931.25,6921.932143,6935.908929,6933.25,6935,target,0.001344325647,0.0005443256473,test
yfinance/YF,ES,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2025-12-31 19:00:00+00:00,2026-01-02 05:00:00+00:00,2026-01-02 09:00:00+00:00,6924.5,6934.667857,6934.667857,6919.5,6933.5,stop,-0.001468388641,-0.002268388641,test
yfinance/YF,ES,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2026-01-02 15:00:00+00:00,2026-01-05 01:00:00+00:00,2026-01-05 13:00:00+00:00,6908.75,6923,6940.832143,6911.75,6939.25,horizon,-0.002062601773,-0.002862601773,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-01-02 16:00:00+00:00,2026-01-02 17:00:00+00:00,2026-01-05 06:00:00+00:00,6880.75,6913.341071,6913.341071,6895.75,6911.75,stop,-0.004736557996,-0.005536557996,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-05 16:00:00+00:00,2026-01-05 18:00:00+00:00,2026-01-05 19:00:00+00:00,6954.5,6946.65,6946.65,6947.75,6949,stop,-0.001128765547,-0.001928765547,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-06 02:00:00+00:00,2026-01-06 12:00:00+00:00,2026-01-06 13:00:00+00:00,6948,6943.601786,6943.601786,6944.75,6946.25,stop,-0.0006330187515,-0.001433018752,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-06 19:00:00+00:00,2026-01-07 04:00:00+00:00,2026-01-07 09:00:00+00:00,6984.75,6976.792857,6976.792857,6978,6985,stop,-0.001139216559,-0.001939216559,test
yfinance/YF,ES,order_block_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->up_momentum->order_block_pullback_v1,2026-01-07 16:00:00+00:00,2026-01-07 18:00:00+00:00,2026-01-07 20:00:00+00:00,6995,6975.514286,6975.514286,6976.25,6994.5,stop,-0.002785663229,-0.003585663229,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-09 17:00:00+00:00,2026-01-09 18:00:00+00:00,2026-01-11 23:00:00+00:00,7010.25,6998.501786,6998.501786,6999.75,7002,stop,-0.001675862385,-0.002475862385,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-12 15:00:00+00:00,2026-01-13 15:00:00+00:00,2026-01-14 04:00:00+00:00,7000.5,6990.5,6968.928571,6970,6993,horizon,-0.001428469395,-0.002228469395,test
yfinance/YF,ES,order_block_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->up_momentum->order_block_pullback_v1,2026-01-13 13:00:00+00:00,2026-01-13 16:00:00+00:00,2026-01-13 17:00:00+00:00,7012.25,7004.771429,7004.771429,7005.5,7011.25,stop,-0.00106650097,-0.00186650097,test
yfinance/YF,ES,order_block_pullback_v1,short,TrendTransition,LowVolatility,down_momentum,order_block_pullback_v1,TrendTransition->LowVolatility->down_momentum->order_block_pullback_v1,2026-01-14 10:00:00+00:00,2026-01-15 09:00:00+00:00,2026-01-15 13:00:00+00:00,6988.25,6994.889286,6994.889286,6986.75,6994,stop,-0.0009500641383,-0.001750064138,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-15 14:00:00+00:00,2026-01-15 15:00:00+00:00,2026-01-15 19:00:00+00:00,7007.25,6993.023214,6993.023214,6994,6994.5,stop,-0.002030295153,-0.002830295153,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-16 00:00:00+00:00,2026-01-16 12:00:00+00:00,2026-01-16 14:00:00+00:00,6992,6985.333929,6985.333929,6986.5,6987.5,stop,-0.0009533855018,-0.001753385502,test
yfinance/YF,ES,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2026-01-20 06:00:00+00:00,2026-01-20 15:00:00+00:00,2026-01-20 17:00:00+00:00,6895,6862.185714,6911.407143,6901.75,6909.5,target,0.004759142236,0.003959142236,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-01-20 07:00:00+00:00,2026-01-20 14:00:00+00:00,2026-01-20 15:00:00+00:00,6878.75,6903.653571,6903.653571,6889.5,6901.75,stop,-0.003620362919,-0.004420362919,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2026-01-20 18:00:00+00:00,2026-01-21 16:00:00+00:00,2026-01-21 19:00:00+00:00,6856.75,6882.658929,6882.658929,6871.5,6880.25,stop,-0.003778601899,-0.004578601899,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-22 08:00:00+00:00,2026-01-22 15:00:00+00:00,2026-01-23 04:00:00+00:00,6943,6958.5,6923.748214,6925.75,6928.75,horizon,0.002232464353,0.001432464353,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-23 01:00:00+00:00,2026-01-23 15:00:00+00:00,2026-01-23 17:00:00+00:00,6958.75,6942.621429,6942.621429,6944.25,6949,stop,-0.002317739742,-0.003117739742,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-26 08:00:00+00:00,2026-01-26 12:00:00+00:00,2026-01-26 13:00:00+00:00,6940.75,6937.685714,6937.685714,6939,6940.75,stop,-0.0004414920166,-0.001241492017,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-27 03:00:00+00:00,2026-01-27 08:00:00+00:00,2026-01-27 16:00:00+00:00,6997.25,7017.457143,6987.146429,6988.25,6996,target,0.002887869214,0.002087869214,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-28 00:00:00+00:00,2026-01-28 21:00:00+00:00,2026-01-28 23:00:00+00:00,7016.75,7011.057143,7011.057143,7012,7012.5,stop,-0.0008113239239,-0.001611323924,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-01-29 05:00:00+00:00,2026-01-29 11:00:00+00:00,2026-01-29 14:00:00+00:00,7019.5,7008.110714,7008.110714,7009.75,7012.25,stop,-0.001622520937,-0.002422520937,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-01-29 15:00:00+00:00,2026-01-29 17:00:00+00:00,2026-01-30 06:00:00+00:00,6939.5,6937.5,7016.735714,6967.25,7015,horizon,0.0002882052021,-0.0005117947979,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendTransition,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2026-01-30 02:00:00+00:00,2026-01-30 03:00:00+00:00,2026-01-30 06:00:00+00:00,6966.25,6943.807143,6977.471429,6964.5,6974.5,target,0.003221655431,0.002421655431,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-03 00:00:00+00:00,2026-02-03 02:00:00+00:00,2026-02-03 14:00:00+00:00,7012.75,7005.05,7005.05,7007.25,7009.25,stop,-0.001098000071,-0.001898000071,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-03 17:00:00+00:00,2026-02-04 08:00:00+00:00,2026-02-04 11:00:00+00:00,6946.25,6955.792857,6955.792857,6953.75,6954.25,stop,-0.001373814237,-0.002173814237,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-04 09:00:00+00:00,2026-02-04 10:00:00+00:00,2026-02-04 11:00:00+00:00,6950.25,6955.721429,6955.721429,6950.25,6954.25,stop,-0.000787227592,-0.001587227592,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-05 03:00:00+00:00,2026-02-05 06:00:00+00:00,2026-02-05 12:00:00+00:00,6913,6885.417857,6926.791071,6909.25,6923.5,target,0.003989894815,0.003189894815,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-05 13:00:00+00:00,2026-02-05 14:00:00+00:00,2026-02-06 03:00:00+00:00,6850,6801.25,6906.701786,6880.5,6904.5,horizon,0.007116788321,0.006316788321,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-05 23:00:00+00:00,2026-02-06 01:00:00+00:00,2026-02-06 02:00:00+00:00,6803.25,6809.3125,6809.3125,6794.5,6805.5,stop,-0.0008911182156,-0.001691118216,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-06 21:00:00+00:00,2026-02-09 09:00:00+00:00,2026-02-09 10:00:00+00:00,6943.75,6937.521429,6937.521429,6940,6942,stop,-0.0008970039861,-0.001697003986,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-09 16:00:00+00:00,2026-02-09 18:00:00+00:00,2026-02-10 07:00:00+00:00,6988.25,6984.75,6955.826786,6957.5,6982,horizon,-0.0005008406969,-0.001300840697,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-10 09:00:00+00:00,2026-02-10 10:00:00+00:00,2026-02-10 12:00:00+00:00,6989.25,6984,6984,6985,6985.25,stop,-0.0007511535572,-0.001551153557,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-11 01:00:00+00:00,2026-02-11 04:00:00+00:00,2026-02-11 06:00:00+00:00,6979.5,6974.760714,6974.760714,6976.25,6977.5,stop,-0.0006790294024,-0.001479029402,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-12 02:00:00+00:00,2026-02-12 14:00:00+00:00,2026-02-12 15:00:00+00:00,6967.25,6962.396429,6962.396429,6964.5,6965.5,stop,-0.0006966265641,-0.001496626564,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-12 17:00:00+00:00,2026-02-12 19:00:00+00:00,2026-02-13 08:00:00+00:00,6889.75,6845.75,6926.039286,6894,6924.25,horizon,0.006386298487,0.005586298487,test
yfinance/YF,ES,order_block_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->down_momentum->order_block_pullback_v1,2026-02-12 20:00:00+00:00,2026-02-13 15:00:00+00:00,2026-02-16 04:00:00+00:00,6860,6861.75,6900.4,6874,6898,horizon,-0.0002551020408,-0.001055102041,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-13 20:00:00+00:00,2026-02-16 01:00:00+00:00,2026-02-17 05:00:00+00:00,6869,6850.396429,6878.301786,6867.75,6875.5,target,0.002708337666,0.001908337666,test
yfinance/YF,ES,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-17 05:00:00+00:00,2026-02-17 06:00:00+00:00,2026-02-17 14:00:00+00:00,6824.25,6860.467857,6860.467857,6822,6858.25,stop,-0.005307228947,-0.006107228947,test
yfinance/YF,ES,order_block_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->down_momentum->order_block_pullback_v1,2026-02-17 14:00:00+00:00,2026-02-17 15:00:00+00:00,2026-02-17 16:00:00+00:00,6819.75,6846.648214,6846.648214,6805.75,6844.5,stop,-0.003944164271,-0.004744164271,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-18 15:00:00+00:00,2026-02-18 18:00:00+00:00,2026-02-18 19:00:00+00:00,6903.5,6892.508929,6892.508929,6894,6894.75,stop,-0.001592101315,-0.002392101315,test
yfinance/YF,ES,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-20 05:00:00+00:00,2026-02-20 07:00:00+00:00,2026-02-20 08:00:00+00:00,6893,6888.426786,6888.426786,6890,6890.5,stop,-0.0006634577522,-0.001463457752,test
