provider,instrument,timeframe,root,missing_or_rejected_reason,candidate_source_ticker_rejected_or_missing,candidate_source_relation,required_label_source,forbidden_proxy_sources
kraken_public_lowpollution_http,XBTUSD,15m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,15m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,15m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,30m,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,30m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,30m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,30m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1h,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1h,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1h,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1h,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,4h,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,4h,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,4h,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,4h,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1d,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1d,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1d,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1d,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1w,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1w,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1w,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1w,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1mo,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1mo,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1mo,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,XBTUSD,1mo,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1m,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,5m,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,5m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,5m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,5m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,15m,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,15m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,15m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,15m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,30m,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,30m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,30m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,30m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1h,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1h,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1h,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1h,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,4h,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,4h,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,4h,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,4h,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1d,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1d,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1d,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1d,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1w,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1w,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1w,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1w,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1mo,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1mo,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1mo,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,ETHUSD,1mo,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1m,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,5m,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,5m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,5m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,5m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,15m,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,15m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,15m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,15m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,30m,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,30m,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,30m,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,30m,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1h,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1h,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1h,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1h,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,4h,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,4h,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,4h,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,4h,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1d,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1d,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1d,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1d,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1w,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1w,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1w,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1w,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1mo,Bull,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1mo,Bear,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1mo,Sideways,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
kraken_public_lowpollution_http,SOLUSD,1mo,Crisis,missing_non_yfinance_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
